date,simulation,observation
2000-01-11,0.0012124892268021872,2.19
2000-01-24,0.004086505368765736,2.12
2000-02-17,0.05661476581862535,2.07
2000-03-01,0.12135168382303312,2.17
2000-03-22,0.07533538508118665,1.78
2000-05-17,0.510537409355284,1.44
2000-07-11,0.7383438045538174,1.59
2000-08-16,0.8427104798522557,1.29
2000-10-04,0.6415141124780375,2.24
2000-11-20,0.3847263623749467,0.909
2000-12-08,0.256897995283803,1.4
2000-12-14,0.31225818401298333,1.15
2001-02-01,0.2392851366531193,1.76
2001-02-20,0.2868892747682527,1.83
2001-07-23,0.6159980127929484,1.43
2001-09-04,0.6314391317797698,2.45
2001-10-02,0.33057070743401334,1.17
2001-10-16,0.6088779613233972,1.01
2001-11-15,1.465600924219079,1.88
2001-12-18,1.385693704277732,2.04
2002-01-18,0.8374086678562864,2.31
2002-02-01,0.3468368674572306,1.46
2002-02-13,0.5377947601739358,2.77
2002-03-07,0.26688207563104055,2.4
2002-04-19,0.4397409033584099,0.981
2002-05-08,0.5395860844230524,1.54
2002-07-25,0.9263899185407972,1.56
2002-08-12,1.0876078709723014,1.35
2002-10-08,1.1570030418513733,1.65
2002-10-29,0.9025897520819426,2.25
2002-11-28,0.5502118439600107,2.1
2002-12-18,0.6317731967194268,3.0
2003-01-15,0.3462130592913838,2.11
2003-02-04,0.4115644395003849,1.81
2003-03-27,0.18200086264870682,1.9
2003-05-09,0.3444892524493764,1.33
2003-06-18,0.33153226585349044,1.87
2003-08-05,0.1647387731850055,2.23
2003-08-27,0.3254445642319297,2.11
2003-10-08,0.162588045256396,1.51
2003-11-11,0.11003586568112286,1.34
2003-11-16,0.3109020713079306,1.2
2004-01-13,0.6971752681825539,3.23
2004-03-05,0.6483013933141626,1.99
2004-04-07,0.8106226393957902,1.74
2004-04-29,0.907336899630756,2.03
2004-05-25,0.9362831805821107,1.77
2004-07-07,0.5454945399902151,1.74
2004-08-23,0.33075790792844406,1.93
2004-09-15,0.9042832498160355,1.89
2004-10-15,1.149775457400831,1.31
2004-10-29,0.7845941498919842,1.73
2004-11-24,0.9140378957653709,2.64
2004-12-13,0.9179530467377254,1.99
2005-01-14,0.49331557629611167,3.14
2005-01-31,0.49258119420636626,2.87
2005-02-11,0.1587219916974494,1.11
2005-03-10,0.23131724410462753,2.17
2005-04-04,0.4785022562919895,2.48
2005-06-24,0.5504516508677154,1.61
2005-07-14,0.3921695063870833,1.62
2005-07-26,0.790858642413282,1.31
2005-09-05,0.6573970102828555,2.1
2005-10-21,0.5456677002738595,1.89
2005-11-17,1.0530400969339058,2.95
2005-12-02,0.6127682952716209,1.84
2006-01-06,0.7630915434395266,2.86
2006-01-26,0.7146611563372579,3.16
2006-03-02,0.5858024985999059,2.8
2006-04-06,0.5978472453130579,2.95
2006-04-19,0.4515445443651073,1.66
2006-05-09,0.5403759345069632,1.17
2006-06-26,0.3973674876323133,1.67
2006-08-23,0.6773809081352308,1.99
2006-09-19,0.8574384393038529,2.24
2006-11-07,1.19026732989264,2.54
2006-12-12,0.482706996946519,3.05
2007-01-15,0.37862622188711414,3.02
2007-01-31,0.43198681193819755,2.83
2007-03-12,0.27516994695743663,3.12
2007-04-24,0.1928223917703176,1.29
2007-06-12,0.2558928183624068,2.09
2007-06-27,0.8890780779029567,2.64
2007-07-19,0.5260722034247437,2.36
2007-08-01,0.7302159181867992,2.29
2007-08-15,0.6689517865347892,1.43
2007-10-11,0.8273256934110663,1.41
2007-11-13,0.8327223081051577,1.11
2007-12-04,0.48781625042115845,2.73
2008-01-18,0.21486825787929678,2.48
2008-02-06,0.3513285518076816,2.38
2008-03-14,0.32231235951008924,2.31
2008-04-04,0.3525953034339476,2.5
2008-04-10,0.3849954224053227,2.1
2008-05-12,0.23161766934582745,1.78
2008-05-30,0.3950293096547625,1.17
2008-07-07,0.22856108103961162,0.661
2008-08-01,0.3005374857164323,1.47
2008-10-03,0.6123700434396399,0.757
2008-11-18,0.2810537789239484,0.796
2008-12-04,0.25228564134803066,0.535
2009-01-16,0.18977355717155492,1.18
2009-02-05,0.17706336476377554,0.951
2009-03-10,0.21568619797517607,0.705
2009-04-03,0.20506957795656552,1.13
2009-05-26,0.4009204998063122,1.87
2009-06-11,0.3469731134590063,1.58
2009-08-10,0.7165819845477402,1.77
2009-09-03,0.24668056305578998,0.76
2009-09-07,0.37714060833545354,1.6
2009-09-30,0.5216392758040337,1.17
2009-10-26,0.44313101741166594,1.15
2009-11-11,0.5601636300852619,1.75
2010-01-15,0.18048876966529148,1.42
2010-01-21,0.12485694479884771,1.64
2010-02-12,0.23658009520930381,1.88
2010-03-17,0.10869460501176909,1.35
2013-01-11,0.14606516575915218,1.17
2013-04-08,0.07759165390849629,1.35
2013-07-04,0.0932180229851346,1.91
2013-10-07,0.21438112996689576,1.52
2014-02-07,0.2847262707987048,0.961
2014-05-02,0.48586735127709924,1.05
2014-08-26,0.24456731015969438,0.492
2014-11-05,0.9203404221803154,1.28
2015-03-17,0.318783800685347,1.58
2015-06-02,0.14704643383027027,1.5
2015-09-09,0.4913708126437691,1.56
2015-11-24,0.5569507124810114,0.87
2016-01-07,0.3040306004386246,1.24
2016-04-07,0.2684112583299004,1.52
2016-07-27,0.2668623739939196,1.9
2016-10-21,0.28430227850359496,0.965
2017-02-07,0.46841620914731474,1.86
2022-04-01,0.3144374488488353,1.2
2022-06-07,0.13931414452850654,1.78
2022-06-20,0.22272878780105623,1.38
2022-07-19,0.13382055855181973,2.58
2022-08-12,0.13477377125103823,3.38
2022-09-26,0.2846964345117331,1.69
2022-10-26,0.380857580048048,1.4
2022-11-15,0.7797986287877222,0.851
2022-12-02,0.7444284707281377,1.89
2023-01-19,0.421955493879303,1.59
2023-02-23,0.38338976021223364,1.08
2023-03-21,0.2660822734784726,1.09
2023-05-10,0.49225081538053445,1.29
2023-06-06,0.4357838291603732,0.866
2023-06-28,0.43823985531883075,2.44
2023-07-21,0.4518880149316438,1.89
2023-08-29,0.47043497268919393,0.986
2023-09-22,0.6394977785004775,1.39
2023-10-13,0.1991996479728426,1.09
2023-11-10,0.39898697939530775,0.884
2023-12-05,0.32554988549509817,0.634
