date,simulation,observation
2007-01-15,0.13361782389366886,2.24
2007-02-12,0.1397513288358905,0.462
2007-03-14,0.14204192508344934,1.63
2007-03-29,0.13988781679529078,1.12
2007-04-20,0.13211745711939885,1.01
2007-05-11,0.12577809127658257,0.776
2007-06-14,0.06552813953956471,0.492
2007-07-09,0.4348971678728542,1.96
2007-08-31,0.3931729090476588,1.14
2007-09-14,0.5406383079125383,1.01
2007-11-13,0.5567891864286753,0.626
2007-12-06,0.3067764184128011,0.656
2008-01-18,0.10426326978954692,1.59
2008-01-29,0.1054317576734831,1.76
2008-03-17,0.1864592986713613,1.34
2008-04-02,0.10750692337745126,1.34
2008-04-28,0.13136696855997776,0.596
2008-05-22,0.227562742311181,1.14
2008-06-14,0.23440218085163525,0.726
2008-07-08,0.2383122910281305,0.266
2008-08-21,0.15643367942309144,1.38
2008-09-09,0.1841797287236224,1.44
2008-10-02,0.2819920157469256,0.796
2008-11-05,0.2182855655844935,0.676
2009-01-08,0.14136708390107708,0.866
2009-02-12,0.10289275661865523,1.16
2009-03-17,0.048457393489148466,0.856
2009-04-09,0.04598625108658703,0.585
2009-06-04,0.087417667766768,0.716
2009-06-22,0.040205165450922974,0.616
2009-06-30,0.040842246408217146,0.526
2009-07-30,0.10289839940681644,0.456
2009-09-01,0.045619150674080414,0.206
2009-10-05,0.12872117459489965,0.556
2009-11-02,0.09704417485093216,0.536
2009-11-18,0.2886217574601916,0.236
2010-01-18,0.08057356296589759,0.496
2010-02-04,0.1616802947861223,1.14
2010-03-11,0.10911185576805073,1.43
2013-05-03,0.0557103236158052,0.786
2013-06-14,0.04443301880459936,0.706
2013-09-03,0.05227083634362663,0.696
2013-12-04,0.41819582658400156,0.946
2014-01-08,0.10021835526774622,1.05
2014-04-02,0.1428905057107309,0.726
2014-07-10,0.17669634734120296,0.676
2014-10-02,0.3119072757448322,0.536
2015-02-03,0.22458314926368397,1.24
2015-05-26,0.24812214221564913,1.12
2015-08-06,0.14388226141824384,0.546
2015-11-18,0.275408188470194,0.822
2016-03-10,0.08818982044521578,0.581
2016-06-10,0.04871292206677029,0.742
2016-09-27,0.10615980516783909,0.278
2016-12-07,0.19039569893487499,0.922
2017-01-17,0.41867409896251134,0.671
2017-04-26,0.2600752835769152,0.729
2018-05-23,0.15401785578681318,0.901
2018-08-13,0.06712425233063908,0.466
2018-11-20,0.16603927548389064,0.296
2019-03-04,0.33077849558997896,0.646
2023-04-25,0.15175243132737692,1.1
2023-05-25,0.1503579013698907,0.616
2023-08-04,0.19647086752478957,1.19
2023-10-17,0.3093683976249074,0.816
2023-11-23,0.06255750895897139,0.996
2023-12-08,0.0863852583663443,0.806
