catchment_id,outfall_arc
GB104028053210,node_3558-to-node_3559
GB104028053220,node_3566-to-node_3565
GB104028053240,node_4587-to-node_3603
GB104028053250,node_4779-to-node_3619
GB104028053260,node_3625-to-node_3626
GB104028053271,node_4681-to-node_3418
GB104028053272,node_3630-to-node_3631
GB104028053273,node_4672-to-node_4673
GB104028053280,node_4675-to-node_4676
GB104028053290,node_4678-to-node_4679
GB104028053301,node_3052-to-node_3053
GB104028053310,node_4682-to-node_4683
GB104028053340,node_4718-to-node_4719
GB104028053350,node_4721-to-node_4722
GB104028053360,node_3420-to-node_3416
GB104028053370,node_3427-to-node_3425
GB104028053380,node_3428-to-node_3429
GB104028053410,node_3056-to-node_3057
GB104028053420,node_3061-to-node_3062
GB104028053430,node_20361-to-node_20362
GB104028053440,node_2684-to-node_2685
GB104028053450,node_2687-to-node_2688
GB104028053460,node_2688-to-node_2689
GB104028057780,node_2695-to-node_2696
GB104028057800,node_2672-to-node_2673
GB104028057810,node_2709-to-node_2674
GB104028057820,node_5449-to-node_2720
GB104028057830,node_2726-to-node_2727
GB104028057860,node_4063-to-node_4064
GB104028057880,node_3844-to-node_3845
GB104028057890,node_3935-to-node_3931
GB104028057900,node_3985-to-node_3986
GB104028057910,node_7332-to-node_4118
GB104028057930,node_7334-to-node_7331
GB104028057950,node_3843-to-node_3844
GB104028057960,node_3877-to-node_3878
GB104028057980,node_7337-to-node_7338
GB104028058000,node_7345-to-node_7346
GB104028058040,node_4262-to-node_4263
GB104028058050,node_6784-to-node_6783
GB104028058070,node_6793-to-node_6794
GB104028058091,node_6798-to-node_6799
GB104028058100,node_7938-to-node_6812
GB104028058110,node_6810-to-node_6811
GB104028058120,node_6816-to-node_6817
GB104028058130,node_7161-to-node_7162
GB104028058140,node_7169-to-node_7163
GB104028058150,node_7165-to-node_7166
GB104028058170,node_7176-to-node_7177
GB104028058190,node_7016-to-node_7178
GB104028058210,node_7940-to-node_7937
GB104028058220,node_7916-to-node_7917
GB104028058240,node_7926-to-node_7927
GB104028058241,node_8168-to-node_8169
GB104028058250,node_8178-to-node_8179
GB104028058270,node_8055-to-node_8056
GB104028058290,node_8339-to-node_8340
GB104028058311,node_8342-to-node_8347
GB104028058320,node_8345-to-node_8346
GB104028058350,node_8361-to-node_8362
GB104028058360,node_7401-to-node_7402
GB104028058380,node_7429-to-node_7430
GB104028058400,node_7427-to-node_7428
GB104028058410,node_7469-to-node_7470
GB104028058440,node_7478-to-node_7479
GB104028058460,node_5448-to-node_5449
GB104028058470,node_5450-to-node_5451
GB104028064290,node_5460-to-node_5458
GB104028064310,node_5465-to-node_5466
GB104029061850,node_6250-to-node_6251
GB104029061870,node_7764-to-node_6255
GB104029061890,node_6262-to-node_6263
GB104029061900,node_6265-to-node_6266
GB104029061920,node_6268-to-node_6269
GB104029061930,node_6069-to-node_6070
GB104029061940,node_6271-to-node_6272
GB104029061955,node_6276-to-node_6275
GB104029061980,node_6344-to-node_6277
GB104029062010,node_7020-to-node_7021
GB104029062030,node_5938-to-node_5939
GB104029062100,node_7793-to-node_20483
GB104029062110,node_7796-to-node_20484
GB104029062120,node_7763-to-node_7764
GB104029062130,node_7768-to-node_7769
GB104029062165,node_653-to-node_654
GB104029067510,node_7836-to-node_7837
GB104029067520,node_6259-to-node_6257
GB104029067530,node_7850-to-node_7851
GB104029067540,node_7854-to-node_7855
GB104029067575,node_7857-to-node_7858
GB104029067605,node_7931-to-node_7930
GB104029067655,node_6353-to-node_6354
GB105029061620,node_6360-to-node_6227
GB105029061630,node_6388-to-node_6227
GB105029061660,node_6227-to-node_20468
GB105029061670,node_6235-to-node_6236
GB105029061680,node_6516-to-node_6517
GB105029061700,node_6520-to-node_6521
GB105029061710,node_6525-to-node_6526
GB105029061760,node_6592-to-node_6593
GB105030051555,node_6596-to-node_6597
GB105030051560,node_6598-to-node_6599
GB105030051570,node_6507-to-node_6508
GB105030051580,node_6822-to-node_6823
GB105030051590,node_6599-to-node_6600
GB105030056110,node_6831-to-node_6839
GB105030056140,node_6846-to-node_6847
GB105030056160,node_6851-to-node_6852
GB105030056175,node_6855-to-node_6853
GB105030056230,node_7357-to-node_7358
GB105030056490,node_7376-to-node_7377
GB105030056515,node_7380-to-node_7381
GB105030056630,node_7386-to-node_7387
GB105030056700,node_6824-to-node_6825
GB105030056720,node_6834-to-node_6835
GB105030056740,node_6843-to-node_6844
GB105030056750,node_7027-to-node_7028
GB105030056770,node_6852-to-node_6833
GB105030056780,node_6830-to-node_6509
GB105030062210,node_5983-to-node_5984
GB105030062220,node_7799-to-node_5986
GB105030062230,node_7179-to-node_7180
GB105030062240,node_7185-to-node_7186
GB105030062250,node_7188-to-node_7189
GB105030062270,node_7191-to-node_7192
GB105030062290,node_7801-to-node_7193
GB105030062320,node_7800-to-node_7801
GB105030062330,node_7802-to-node_7803
GB105030062360,node_7839-to-node_7840
GB105030062370,node_7036-to-node_7031
GB105030062380,node_7914-to-node_7915
GB105030062410,node_7842-to-node_7835
GB105030062415,node_8085-to-node_8086
GB105030062440,node_8109-to-node_8105
GB105030062450,node_671-to-node_672
GB105030062460,node_8120-to-node_8121
GB105030062480,node_8132-to-node_8133
GB105030062490,node_7833-to-node_7834
GB105030062500,node_7841-to-node_8134
GB105031045600,node_8141-to-node_8142
GB105031045610,node_8261-to-node_8143
GB105031045620,node_8258-to-node_8259
GB105031045630,node_8260-to-node_8261
GB105031045640,node_8265-to-node_8266
GB105031050420,node_6679-to-node_6680
GB105031050430,node_6682-to-node_6683
GB105031050440,node_6683-to-node_6681
GB105031050450,node_6725-to-node_6726
GB105031050460,node_6728-to-node_6729
GB105031050480,node_2388-to-node_2389
GB105031050490,node_6906-to-node_6907
GB105031050500,node_6912-to-node_6908
GB105031050520,node_6060-to-node_6061
GB105031050530,node_6063-to-node_6064
GB105031050550,node_6066-to-node_6067
GB105031050595,node_6086-to-node_6087
GB105031050650,node_6107-to-node_6108
GB105031050720,node_6110-to-node_6111
GB105031055510,node_7281-to-node_7282
GB105032045040,node_6971-to-node_6972
GB105032045050,node_6371-to-node_6372
GB105032045070,node_7290-to-node_7291
GB105032045090,node_7296-to-node_7297
GB105032045110,node_8271-to-node_8272
GB105032045120,node_8274-to-node_8275
GB105032045130,node_8277-to-node_8278
GB105032045140,node_8454-to-node_8283
GB105032045150,node_8286-to-node_8287
GB105032045170,node_8364-to-node_8288
GB105032045180,node_8381-to-node_8382
GB105032045190,node_8450-to-node_8451
GB105032045200,node_8453-to-node_8454
GB105032045210,node_8479-to-node_8480
GB105032045220,node_8495-to-node_8496
GB105032045230,node_8498-to-node_8499
GB105032045240,node_8514-to-node_8515
GB105032045250,node_8517-to-node_8518
GB105032045260,node_8526-to-node_8527
GB105032045270,node_7496-to-node_7497
GB105032045280,node_7499-to-node_7500
GB105032045290,node_7502-to-node_7503
GB105032045310,node_7505-to-node_7504
GB105032045320,node_7521-to-node_7507
GB105032045330,node_7284-to-node_7285
GB105032045340,node_6690-to-node_6691
GB105032045360,node_7546-to-node_7547
GB105032045420,node_6606-to-node_6607
GB105032045430,node_6609-to-node_6610
GB105032045440,node_6865-to-node_6615
GB105032045470,node_6686-to-node_6687
GB105032045510,node_6864-to-node_6865
GB105032045530,node_6866-to-node_6867
GB105032045540,node_6870-to-node_6868
GB105032045580,node_6617-to-node_6618
GB105032050290,node_6623-to-node_6621
GB105032050330,node_6626-to-node_6627
GB105032050340,node_6918-to-node_6755
GB105032050383,node_8281-to-node_6758
GB105033030490,node_6919-to-node_6920
GB105033030500,node_3552-to-node_3553
GB105033030530,node_6113-to-node_6114
GB105033030570,node_5916-to-node_5913
GB105033030580,node_5911-to-node_5912
GB105033037480,node_5919-to-node_5920
GB105033037510,node_6149-to-node_6150
GB105033037530,node_6152-to-node_6153
GB105033037540,node_6989-to-node_6990
GB105033037560,node_7300-to-node_7301
GB105033037570,node_7303-to-node_7304
GB105033037580,node_7023-to-node_7024
GB105033037590,node_7024-to-node_7025
GB105033037600,node_6241-to-node_6242
GB105033037620,node_5497-to-node_5498
GB105033037630,node_5500-to-node_5501
GB105033037650,node_1757-to-node_1758
GB105033037660,node_5505-to-node_5506
GB105033037670,node_5511-to-node_5512
GB105033037680,node_5518-to-node_5519
GB105033037710,node_6286-to-node_6287
GB105033037720,node_6289-to-node_6296
GB105033037730,node_6291-to-node_6292
GB105033037750,node_6153-to-node_6124
GB105033037770,node_6299-to-node_6300
GB105033037790,node_5504-to-node_20434
GB105033037800,node_6125-to-node_6126
GB105033037820,node_6243-to-node_6244
GB105033037830,node_6246-to-node_5502
GB105033037840,node_6394-to-node_6395
GB105033037850,node_6338-to-node_6339
GB105033037860,node_6362-to-node_6341
GB105033037870,node_6397-to-node_6398
GB105033037880,node_14147-to-node_6366
GB105033037890,node_6367-to-node_6368
GB105033037900,node_14079-to-node_14080
GB105033037930,node_14086-to-node_14087
GB105033037940,node_14093-to-node_14094
GB105033037950,node_14097-to-node_14098
GB105033037972,node_681-to-node_682
GB105033037990,node_14148-to-node_14149
GB105033038010,node_14275-to-node_14276
GB105033038020,node_14286-to-node_14287
GB105033038030,node_14289-to-node_14290
GB105033038040,node_14291-to-node_14292
GB105033038050,node_14294-to-node_14295
GB105033038070,node_14324-to-node_14325
GB105033038080,node_14346-to-node_14347
GB105033038090,node_14349-to-node_14350
GB105033038100,node_14354-to-node_14353
GB105033038120,node_14358-to-node_14359
GB105033038140,node_14364-to-node_14365
GB105033038150,node_8165-to-node_8166
GB105033038160,node_7862-to-node_7863
GB105033038180,node_8556-to-node_7959
GB105033038190,node_8309-to-node_8310
GB105033038200,node_8312-to-node_8313
GB105033038220,node_8316-to-node_8317
GB105033038250,node_8325-to-node_8326
GB105033038260,node_8320-to-node_8321
GB105033038270,node_8552-to-node_8553
GB105033038280,node_8555-to-node_8556
GB105033042680,node_8578-to-node_8579
GB105033042700,node_7412-to-node_7411
GB105033042720,node_7433-to-node_7432
GB105033042730,node_7436-to-node_7437
GB105033042800,node_6192-to-node_6193
GB105033042810,node_6195-to-node_6196
GB105033042820,node_6197-to-node_6198
GB105033042860,node_7047-to-node_7048
GB105033042940,node_7319-to-node_7320
GB105033042950,node_7323-to-node_7324
GB105033042970,node_7327-to-node_6946
GB105033042980,node_7328-to-node_7329
GB105033042990,node_7330-to-node_6946
GB105033043000,node_6937-to-node_6938
GB105033043010,node_6940-to-node_6941
GB105033043040,node_6978-to-node_6979
GB105033043100,node_6208-to-node_6209
GB105033043110,node_6993-to-node_6248
GB105033043190,node_6485-to-node_6320
GB105033043210,node_6210-to-node_6211
GB105033043220,node_6213-to-node_6214
GB105033043240,node_6219-to-node_6220
GB105033043260,node_6324-to-node_6325
GB105033043340,node_6466-to-node_6467
GB105033043390,node_6475-to-node_6476
GB105033043411,node_6482-to-node_6483
GB105033043450,node_6510-to-node_6511
GB105033047662,node_8413-to-node_8414
GB105033047670,node_8419-to-node_8420
GB105033047680,node_8422-to-node_8423
GB105033047870,node_11149-to-node_11150
GB105033047880,node_11151-to-node_8410
GB105033047890,node_11152-to-node_11153
GB105034045650,node_10727-to-node_10728
GB105034045660,node_10730-to-node_10731
GB105034045670,node_10732-to-node_10733
GB105034045720,node_10813-to-node_10811
GB105034045730,node_8780-to-node_8781
GB105034045750,node_8788-to-node_8789
GB105034045810,node_8849-to-node_8850
GB105034045830,node_8854-to-node_8855
GB105034045930,node_8549-to-node_8550
GB105034050890,node_9880-to-node_9881
GB105034050900,node_9886-to-node_9883
GB105034050932,node_9035-to-node_3684
GB105034050950,node_9977-to-node_9978
GB105034051000,node_10980-to-node_10981
GB105034051180,node_8860-to-node_8861
GB105034051210,node_8868-to-node_8869
GB105034051240,node_8871-to-node_8872
GB105034051260,node_8874-to-node_8875
GB105034051290,node_8875-to-node_8876
GB105034051330,node_9037-to-node_9017
GB105034055670,node_9031-to-node_9032
GB105034055690,node_9034-to-node_9035
GB105034055730,node_9046-to-node_9045
GB105034055750,node_3685-to-node_3686
GB105034055770,node_9538-to-node_9539
GB105035040150,node_11050-to-node_11051
GB105035040190,node_11083-to-node_11084
GB105035040280,node_11085-to-node_11086
GB105035040290,node_11096-to-node_11097
GB105035040310,node_11060-to-node_11061
GB105035040340,node_8197-to-node_8198
GB105035040370,node_8206-to-node_8207
GB105035040440,node_8591-to-node_8587
GB105035045950,node_8638-to-node_8602
GB105035045970,node_8604-to-node_8605
GB105035045980,node_8606-to-node_8607
GB105035046030,node_8610-to-node_8611
GB105035046040,node_8812-to-node_8633
GB105035046050,node_8635-to-node_8636
GB105035046060,node_8637-to-node_8638
GB105035046070,node_8811-to-node_8812
GB105035046080,node_8825-to-node_8826
GB105035046110,node_8693-to-node_8694
GB105035046190,node_9644-to-node_9645
GB105035046200,node_9646-to-node_9647
GB105035046220,node_9650-to-node_9651
GB105035046251,node_9652-to-node_9653
GB105036040710,node_7653-to-node_7654
GB105036040750,node_7509-to-node_7510
GB105036040760,node_7516-to-node_7512
GB105036040770,node_7517-to-node_7518
GB105036040800,node_7522-to-node_7523
GB105036040890,node_8923-to-node_8919
GB105036040910,node_8924-to-node_8925
GB105036040920,node_8930-to-node_8931
GB105036040930,node_7518-to-node_7514
GB105036040941,node_8952-to-node_8949
GB105036040950,node_8951-to-node_8952
GB105036040960,node_8953-to-node_8954
GB105036040970,node_9058-to-node_8960
GB105036040980,node_8966-to-node_8964
GB105036046400,node_9057-to-node_9058
GB105037028500,node_9114-to-node_9115
GB105037028540,node_9115-to-node_9116
GB105037028550,node_9117-to-node_3622
GB105037028560,node_9118-to-node_9119
GB105037028630,node_9121-to-node_9122
GB105037028640,node_11804-to-node_11805
GB105037028650,node_11806-to-node_11807
GB105037028660,node_11813-to-node_20517
GB105037028670,node_11844-to-node_11808
GB105037028680,node_12180-to-node_11812
GB105037028690,node_11814-to-node_11815
GB105037028720,node_12179-to-node_12180
GB105037028730,node_12181-to-node_12182
GB105037028741,node_12867-to-node_12868
GB105037028742,node_12870-to-node_12871
GB105037028743,node_12931-to-node_12869
GB105037033540,node_12935-to-node_12936
GB105037033650,node_12938-to-node_12939
GB105037033840,node_12949-to-node_12946
GB105037033870,node_12950-to-node_12951
GB105037033890,node_11805-to-node_9123
GB105037033900,node_12177-to-node_12178
GB105037033910,node_12957-to-node_12958
GB105037033940,node_12796-to-node_12795
GB105037033950,node_12366-to-node_12367
GB105037034130,node_13034-to-node_13035
GB105037034200,node_13104-to-node_13105
GB105037041150,node_13113-to-node_13114
GB105037041160,node_11515-to-node_11513
GB105037041180,node_11517-to-node_11516
GB105037041190,node_12362-to-node_12363
GB105037041250,node_12371-to-node_12372
GB105037041280,node_12376-to-node_12377
GB105037041290,node_12378-to-node_12379
GB105037041330,node_12375-to-node_12154
GB105037077810,node_12426-to-node_12427
GB106037028070,node_12429-to-node_12430
GB106037028080,node_12431-to-node_12432
GB106037028100,node_12261-to-node_12266
GB106037028120,node_12264-to-node_12265
GB106037028130,node_12267-to-node_12268
GB106037028140,node_12443-to-node_12444
GB106037028170,node_11586-to-node_11587
GB106037028171,node_9641-to-node_9642
GB106037028181,node_9684-to-node_8047
GB106037028182,node_9870-to-node_9685
GB106037028200,node_12430-to-node_9686
GB106037033481,node_9869-to-node_9873
GB106037033490,node_9871-to-node_9872
GB106037033500,node_9879-to-node_9877
GB106038027910,node_8118-to-node_8119
GB106038027920,node_11655-to-node_11656
GB106038027960,node_8117-to-node_8118
GB106038033190,node_10682-to-node_10683
GB106038033200,node_10688-to-node_10685
GB106038033250,node_11795-to-node_11796
GB106038033260,node_11816-to-node_11817
GB106038033270,node_12904-to-node_11819
GB106038033290,node_12910-to-node_12097
GB106038033330,node_12105-to-node_12106
GB106038033360,node_12753-to-node_12118
GB106038033380,node_12125-to-node_12124
GB106038033391,node_12131-to-node_12127
GB106038033392,node_12129-to-node_12130
GB106038033410,node_12901-to-node_12902
GB106038040090,node_12905-to-node_12906
GB106038040110,node_12912-to-node_12913
GB106038040120,node_12748-to-node_12749
GB106038040130,node_12750-to-node_12751
GB106038040140,node_12752-to-node_12753
GB106039017030,node_13046-to-node_13040
GB106039017040,node_13043-to-node_13044
GB106039017060,node_13045-to-node_13046
GB106039017070,node_12790-to-node_12791
GB106039017080,node_11333-to-node_11334
GB106039017090,node_11338-to-node_11339
GB106039017100,node_11341-to-node_11342
GB106039017110,node_12306-to-node_12307
GB106039017120,node_11850-to-node_11851
GB106039017130,node_11856-to-node_11857
GB106039017140,node_12309-to-node_11863
GB106039017150,node_11336-to-node_11337
GB106039017160,node_12315-to-node_12314
GB106039017170,node_11855-to-node_11340
GB106039017210,node_12388-to-node_12389
GB106039017230,node_12393-to-node_12394
GB106039017240,node_12395-to-node_12322
GB106039017280,node_12407-to-node_12405
GB106039017290,node_12324-to-node_12325
GB106039017310,node_12406-to-node_12225
GB106039017320,node_12408-to-node_12397
GB106039017330,node_11864-to-node_11865
GB106039017340,node_12403-to-node_12392
GB106039017350,node_12441-to-node_12442
GB106039017360,node_11536-to-node_11537
GB106039017370,node_11539-to-node_11540
GB106039017400,node_11552-to-node_11553
GB106039017420,node_7581-to-node_7582
GB106039017430,node_11592-to-node_11593
GB106039017440,node_11594-to-node_11595
GB106039017481,node_11613-to-node_11612
GB106039017500,node_11618-to-node_11599
GB106039017520,node_11620-to-node_11621
GB106039017530,node_11623-to-node_11624
GB106039017540,node_11704-to-node_11705
GB106039017550,node_10846-to-node_10845
GB106039017570,node_11697-to-node_11698
GB106039017580,node_11700-to-node_11701
GB106039017600,node_11708-to-node_11709
GB106039017610,node_11711-to-node_11712
GB106039017621,node_11619-to-node_20515
GB106039017622,node_11728-to-node_11729
GB106039017640,node_2871-to-node_2872
GB106039017670,node_14485-to-node_14486
GB106039017700,node_14585-to-node_14586
GB106039017710,node_14587-to-node_14588
GB106039017720,node_14582-to-node_14583
GB106039017730,node_14694-to-node_14695
GB106039017750,node_14696-to-node_14589
GB106039017760,node_14727-to-node_14728
GB106039017780,node_14516-to-node_14517
GB106039017800,node_14619-to-node_14620
GB106039017810,node_14642-to-node_14643
GB106039017820,node_14816-to-node_14817
GB106039017840,node_14822-to-node_14821
GB106039017860,node_7439-to-node_7440
GB106039017870,node_6020-to-node_6021
GB106039017880,node_5368-to-node_5369
GB106039017890,node_5371-to-node_5372
GB106039017900,node_6021-to-node_5374
GB106039017910,node_5381-to-node_5382
GB106039017920,node_5384-to-node_5385
GB106039017930,node_5387-to-node_5388
GB106039022860,node_5405-to-node_5406
GB106039022870,node_5408-to-node_5409
GB106039022910,node_5523-to-node_5524
GB106039022940,node_5533-to-node_5534
GB106039022960,node_7531-to-node_5539
GB106039022970,node_5545-to-node_5542
GB106039022980,node_5547-to-node_5548
GB106039022990,node_5549-to-node_5550
GB106039023010,node_6131-to-node_6128
GB106039023030,node_6135-to-node_6136
GB106039023070,node_6146-to-node_6147
GB106039023080,node_6161-to-node_6158
GB106039023100,node_7013-to-node_7014
GB106039023110,node_7054-to-node_7055
GB106039023120,node_7057-to-node_7058
GB106039023130,node_7060-to-node_7061
GB106039023140,node_7065-to-node_7066
GB106039023171,node_7086-to-node_7087
GB106039023180,node_7756-to-node_7757
GB106039023200,node_7765-to-node_7766
GB106039023210,node_7789-to-node_7790
GB106039023250,node_7339-to-node_7340
GB106039023260,node_7355-to-node_7356
GB106039023270,node_7356-to-node_7341
GB106039023280,node_6661-to-node_6662
GB106039023290,node_6878-to-node_6879
GB106039023300,node_6887-to-node_6882
GB106039023310,node_6888-to-node_6889
GB106039023331,node_6898-to-node_6899
GB106039023340,node_6901-to-node_6902
GB106039023350,node_6904-to-node_6905
GB106039023370,node_3616-to-node_3615
GB106039023420,node_6033-to-node_6034
GB106039023440,node_6043-to-node_6044
GB106039023460,node_6051-to-node_2875
GB106039023480,node_6057-to-node_6058
GB106039023520,node_6805-to-node_6806
GB106039023530,node_6819-to-node_6820
GB106039023540,node_6490-to-node_6486
GB106039023550,node_10815-to-node_6821
GB106039023570,node_10849-to-node_10850
GB106039023590,node_5543-to-node_5544
GB106039023600,node_10853-to-node_10854
GB106039023610,node_10643-to-node_10644
GB106039023620,node_10646-to-node_10647
GB106039023630,node_10666-to-node_10667
GB106039023650,node_10669-to-node_10670
GB106039023660,node_10672-to-node_10673
GB106039023730,node_5530-to-node_5531
GB106039023740,node_10951-to-node_10956
GB106039023750,node_10954-to-node_10955
GB106039023760,node_7537-to-node_8773
GB106039023820,node_8774-to-node_8775
GB106039023830,node_9980-to-node_9981
GB106039023840,node_9983-to-node_9990
GB106039023850,node_9986-to-node_9987
GB106039023880,node_9998-to-node_9994
GB106039029750,node_10622-to-node_10003
GB106039029760,node_10012-to-node_10013
GB106039029770,node_10611-to-node_10612
GB106039029780,node_9679-to-node_9680
GB106039029810,node_10625-to-node_10626
GB106039029830,node_9699-to-node_9700
GB106039029840,node_10628-to-node_9517
GB106039029850,node_9706-to-node_9707
GB106039029870,node_9502-to-node_9501
GB106039029890,node_9507-to-node_9508
GB106039029910,node_9512-to-node_9513
GB106039029940,node_3721-to-node_3722
GB106039029950,node_9529-to-node_9530
GB106039029970,node_9126-to-node_9127
GB106039029991,node_3705-to-node_3706
GB106039030010,node_9226-to-node_3720
GB106039030030,node_9225-to-node_9226
GB106039030040,node_9227-to-node_9228
GB106039030060,node_9229-to-node_9230
GB106039030070,node_9232-to-node_9233
GB106039030080,node_9240-to-node_9235
GB106039030100,node_9245-to-node_9234
GB106039030140,node_9454-to-node_9433
GB106039030160,node_9456-to-node_9453
GB106039030180,node_8367-to-node_8368
GB106039030210,node_9460-to-node_9461
GB106039030232,node_9466-to-node_9467
GB106039030260,node_8209-to-node_8210
GB106039030310,node_8236-to-node_8233
GB106039030320,node_10247-to-node_10248
GB106039030340,node_10303-to-node_10304
GB106039030400,node_10328-to-node_10329
GB106039030410,node_10744-to-node_10745
GB106039030420,node_10748-to-node_10749
GB106039030440,node_10900-to-node_10771
GB106039030450,node_10772-to-node_10773
GB106039030460,node_10896-to-node_10897
GB106039030480,node_9843-to-node_9838
GB106039037190,node_10901-to-node_10902
GB106039037200,node_10904-to-node_10905
GB106039037210,node_9922-to-node_9923
GB106039037220,node_10905-to-node_9924
GB106039037260,node_10232-to-node_8745
GB106039037290,node_9933-to-node_9934
GB106039037320,node_10234-to-node_10231
GB106039037370,node_9298-to-node_9299
GB106039037420,node_10344-to-node_10345
GB106039037432,node_9827-to-node_9828
GB106039037440,node_9836-to-node_9837
GB106039037460,node_9842-to-node_9843
GB106039042660,node_9852-to-node_9300
GB106040013360,node_9124-to-node_9125
GB106040018030,node_8303-to-node_8304
GB106040018060,node_9162-to-node_9163
GB106040018070,node_9168-to-node_9166
GB106040018090,node_9174-to-node_9175
GB106040018100,node_9176-to-node_9177
GB106040018120,node_9186-to-node_9187
GB106040018140,node_8720-to-node_8649
GB106040018150,node_8656-to-node_8657
GB106040018160,node_13200-to-node_8666
GB106040018170,node_8668-to-node_8669
GB106040018200,node_8520-to-node_8521
GB106040018210,node_8523-to-node_8524
GB106040018240,node_8529-to-node_8530
GB106040018270,node_8744-to-node_8715
GB106040018280,node_8721-to-node_8722
GB106040018290,node_8736-to-node_8735
GB106040018300,node_8743-to-node_8744
GB106040018320,node_13116-to-node_13117
GB106040018330,node_13119-to-node_13120
GB106040018340,node_13197-to-node_13002
GB106040018350,node_12996-to-node_12997
GB106040018390,node_3633-to-node_3634
GB106040018400,node_13211-to-node_13212
GB106040018410,node_13214-to-node_13215
GB106040018420,node_13217-to-node_13218
GB106040018430,node_13226-to-node_13222
GB106040018500,node_13327-to-node_13328
GB106040018560,node_12993-to-node_12994
GB106040018640,node_12998-to-node_12999
GB106040018650,node_13000-to-node_13001
GB106040024150,node_11559-to-node_11560
GB106040024210,node_11558-to-node_11559
GB106040024221,node_11563-to-node_11564
GB106040024222,node_11564-to-node_11415
GB107040013410,node_11573-to-node_11574
GB107040013430,node_12449-to-node_12450
GB107040013470,node_12554-to-node_12448
GB107040013480,node_12560-to-node_12561
GB107040013500,node_12568-to-node_12569
GB107040013520,node_12572-to-node_10858
GB107040013530,node_12681-to-node_12682
GB107040013540,node_12686-to-node_12685
GB107040013550,node_12691-to-node_12688
GB107040013560,node_12700-to-node_12701
GB107040013570,node_12702-to-node_12703
GB107040013600,node_12716-to-node_12712
GB107040013610,node_12717-to-node_12718
GB107040013620,node_12719-to-node_12720
GB107040013630,node_11413-to-node_10636
GB107040013640,node_12718-to-node_12064
GB107040019550,node_20512-to-node_11310
GB107040019570,node_11030-to-node_11034
GB107040019590,node_11032-to-node_11033
GB107040019630,node_11945-to-node_11946
GB107040019640,node_11951-to-node_11950
GB107040019660,node_11961-to-node_11958
GB107040019680,node_11414-to-node_11412
GB107040019690,node_10634-to-node_10635
GB107040019720,node_11308-to-node_11309
GB107040019742,node_11431-to-node_11432
GB107040019770,node_11444-to-node_11443
GB107040019790,node_13054-to-node_13055
GB107040073310,node_11094-to-node_11095
GB107041006520,node_13068-to-node_13069
GB107041006580,node_13145-to-node_13146
GB107041006610,node_13157-to-node_13158
GB107041006650,node_13162-to-node_13163
GB107041011940,node_13147-to-node_13148
GB107041011980,node_13156-to-node_13154
GB107041011990,node_7216-to-node_7217
GB107041012010,node_7230-to-node_7231
GB107041012060,node_13262-to-node_13263
GB107041012110,node_13267-to-node_13268
GB107041012160,node_13278-to-node_13279
GB107041012180,node_11041-to-node_11042
GB107041012270,node_12475-to-node_12476
GB107041012300,node_12492-to-node_12488
GB107041012310,node_7310-to-node_7311
GB107041012330,node_7041-to-node_7042
GB107041012350,node_12604-to-node_12605
GB107041012370,node_12610-to-node_12609
GB107041012390,node_12620-to-node_12618
GB107041012391,node_12621-to-node_12622
GB107041012420,node_12626-to-node_12627
GB107041012430,node_12628-to-node_12629
GB107041012460,node_4082-to-node_4069
GB107041012500,node_4075-to-node_4076
GB107041012510,node_4078-to-node_4079
GB107041012540,node_4085-to-node_4086
GB107041012550,node_11995-to-node_11996
GB107041012570,node_12001-to-node_12002
GB107041012590,node_12004-to-node_12005
GB107041012610,node_11903-to-node_11904
GB107041012630,node_11905-to-node_11906
GB107041012641,node_10996-to-node_10997
GB107041012650,node_11909-to-node_11910
GB107041012660,node_11915-to-node_10995
GB107041012670,node_10998-to-node_10999
GB107041012711,node_11917-to-node_11918
GB107041012740,node_11351-to-node_11352
GB107041012760,node_11354-to-node_11355
GB107041012780,node_11360-to-node_11361
GB107041012790,node_11363-to-node_11364
GB107041012820,node_12332-to-node_12333
GB107041012840,node_12340-to-node_12341
GB107041012880,node_12342-to-node_12343
GB107041012900,node_12472-to-node_12473
GB107041012910,node_12351-to-node_12348
GB107041012920,node_7309-to-node_7310
GB107041012940,node_7392-to-node_7393
GB107041012950,node_7404-to-node_7405
GB107041012980,node_6925-to-node_6926
GB107041013000,node_6931-to-node_6932
GB107041013010,node_6934-to-node_6935
GB107041013040,node_7037-to-node_7038
GB107041017980,node_7196-to-node_7197
GB107041017990,node_7198-to-node_7199
GB107041018000,node_7200-to-node_7201
GB107042011170,node_7210-to-node_7206
GB107042011190,node_7214-to-node_7211
GB107042011210,node_7218-to-node_7219
GB107042011260,node_7227-to-node_7228
GB107042011330,node_7953-to-node_7954
GB107042011350,node_8014-to-node_8015
GB107042011400,node_8031-to-node_8032
GB107042016260,node_8036-to-node_8037
GB107042016270,node_8040-to-node_8041
GB107042016280,node_8046-to-node_8043
GB107042016310,node_8144-to-node_8145
GB107042016340,node_8151-to-node_8150
GB107042016350,node_8157-to-node_8154
GB107042016360,node_8155-to-node_6165
GB107042016370,node_8159-to-node_8160
GB107042016380,node_8162-to-node_8163
GB107042016400,node_6166-to-node_6163
GB107042016420,node_6306-to-node_6307
GB107042016440,node_6309-to-node_6310
GB107042016450,node_6312-to-node_6313
GB107042016480,node_6400-to-node_6401
