date,simulation,observation
2003-01-27,0.7421962619590821,6.67
2003-02-25,0.985096339246706,4.33
2003-04-08,1.5408764531348413,2.33
2003-04-30,0.8239310630784618,1.83
2003-05-21,1.0974650887937527,2.47
2003-06-24,1.5108749055547726,3.1
2003-08-07,1.260353114625735,8.17
2003-10-07,2.9801368567719186,11.9
2003-10-29,1.798863346287906,12.1
2003-11-12,1.77103321041563,10.1
2003-11-24,0.20535317361864733,18.7
2003-12-08,3.1857555769875194,10.5
2004-01-26,1.5249818720412935,16.1
2004-03-10,1.695157368808888,9.47
2004-04-14,1.6108209104480906,5.49
2004-05-22,1.8933640963715277,7.85
2004-07-14,1.3764923949761103,1.76
2004-08-12,1.137197940627903,2.87
2004-09-07,1.489543613175129,2.78
2004-09-29,1.9957178637339856,3.5
2004-11-02,1.5704085485920976,5.49
2004-11-22,1.7204641394849263,12.4
2004-12-10,2.6066252987046035,13.0
2004-12-22,1.6616090634398037,9.38
2005-01-19,2.157069070719753,5.72
2005-03-07,2.554158418241525,9.89
2005-04-01,2.2497698289789168,5.09
2005-04-22,2.850505175439664,4.87
2005-06-01,2.0014969014014485,1.12
2005-06-24,0.4044083814872148,0.569
2005-08-01,2.2269727260476273,0.949
2005-09-08,2.2044727429009816,1.56
2005-09-30,1.864477859769796,5.48
2005-10-31,0.1892040022004915,1.25
2005-11-28,3.183688960510688,8.11
2005-12-15,2.766038990190092,5.47
2006-01-27,3.951644125826485,5.37
2006-02-24,3.168197068764175,9.59
2006-03-30,2.3213542573539705,2.12
2006-04-20,2.611687425491575,1.82
2006-05-19,0.2490273693642076,1.8
2006-06-19,1.9432881758055067,1.25
2006-07-25,1.9799098277870457,1.05
2006-08-24,1.3322097153324692,4.44
2006-10-12,2.02494110080279,3.61
2006-11-02,3.137456114200781,6.85
2006-11-15,2.0262135167611706,3.99
2006-12-14,1.4648792116195617,10.6
2007-01-26,1.7779226854039785,12.3
2007-02-23,0.5023080087737732,7.11
2007-03-27,1.3415717244936027,4.33
2007-04-26,1.3259936429059689,0.98
2007-05-23,1.3354231329631197,0.856
2007-06-21,1.2593723821405334,1.31
2007-07-18,1.4911862276278518,3.03
2007-08-15,0.6272913890443157,4.44
2007-09-19,1.9324349496910127,1.62
2007-10-16,0.37874771797478596,1.38
2007-11-16,3.3748060953838825,11.4
2007-12-14,2.8731379389093883,12.9
2008-01-25,1.7577235286291486,8.98
2008-02-18,2.8211055072327285,10.6
2008-03-18,2.0809050889893443,7.21
2008-04-22,1.8677514409900233,1.9
2008-05-27,0.13756237250870115,8.17
2008-06-24,1.7021808633592161,6.16
2008-07-23,1.4082976167353973,14.3
2008-08-18,1.114318260326428,3.41
2008-09-17,1.9823165390604205,14.1
2008-10-16,2.229922395243137,9.0
2008-11-12,1.4860270459837128,15.3
2008-12-02,2.316853462987129,14.3
2009-02-09,0.2901676025476544,11.1
2009-03-12,1.0914041569599229,8.55
2009-03-31,1.144770917077795,7.51
2009-05-20,1.4451293293581642,2.94
2009-06-05,0.7813458475862249,8.17
2009-07-03,1.382180312379613,1.23
2009-09-28,2.273333495190291,2.77
2009-10-23,2.262169026251264,7.27
2009-11-06,0.46221099547119826,11.1
2009-11-20,1.4458264937678453,13.5
2009-12-04,0.644335608854839,11.9
2010-01-25,0.966047746127158,8.77
2010-02-25,0.4070252607951763,6.4
2010-03-18,0.8306014305414714,6.48
