date,simulation,observation
2018-03-05,0.2688330418363452,6.47
2018-04-03,0.18731658593972336,11.4
2018-05-04,0.7288371549350451,6.3
2018-06-13,0.7440875139279408,2.17
2018-07-04,0.601365221786964,0.924
2018-08-08,0.7543971044724859,0.19
2018-09-03,0.7486322387227776,1.89
2018-10-04,0.7591156362001257,1.08
2018-11-01,0.733109023352095,5.18
2018-12-03,0.6622465821204895,21.4
2021-05-12,0.7950330013857895,10.9
2021-06-07,0.6518685503209289,5.0
2021-07-01,1.2365413906459735,2.26
2021-08-05,0.8733488655982685,3.51
2021-09-02,1.2528968271693643,3.86
2021-10-04,0.16988434711336842,15.9
2021-11-01,0.1229055204332186,13.0
2021-12-01,0.27504542696476125,11.0
2022-01-04,0.41763666883254447,9.36
2022-01-14,0.9554310348691349,9.97
2022-01-20,1.0720356132936293,8.86
2022-01-25,1.0796535815347694,8.84
2022-02-02,0.526310768386283,8.3
2022-02-09,0.5159417889195447,6.43
2022-02-14,0.3175222279465685,6.34
2022-02-22,0.30013999153276544,6.99
2022-03-02,0.45622741208112394,6.98
2022-03-07,0.5521168323831256,7.88
2022-03-14,0.45793044755604007,7.16
2022-03-24,0.3164346111624754,6.86
2022-03-28,0.6130430689480516,6.24
2022-04-05,0.29685700210872434,5.51
2022-04-13,0.28567623089971245,4.07
2022-04-19,0.4059812923585986,3.37
2022-04-27,0.5528524500272158,2.95
2022-05-03,0.3967043064318307,2.48
2022-05-11,0.26241431060687953,1.38
2022-05-18,0.1405430766661882,1.64
2022-05-24,0.5184579748250658,2.03
2022-06-08,0.25274916985253343,6.3
2022-06-13,0.5038274098528797,0.303
2022-06-22,0.24622850110463737,0.19
2022-06-28,0.495765196902361,0.193
2022-07-08,0.2418406142694406,0.196
2022-07-13,0.24124656119969937,0.173
2022-07-20,0.2393736209678043,0.173
2022-08-09,0.4792045970021905,0.195
2022-08-17,0.4601347591044684,0.196
2022-08-30,0.47182422177828204,2.56
2022-09-05,0.05069818541108619,0.54
2022-09-12,0.39635419894348134,2.6
2022-09-22,0.4749859073047587,4.39
2022-09-27,0.46906589945382365,4.97
2022-10-07,0.04305228285637437,3.33
2022-10-10,0.4286145919792866,3.72
2022-10-18,0.4645946559710578,1.94
2022-10-27,0.04333378658989506,1.26
2022-11-02,0.38502013364887083,1.26
2022-11-08,0.7288466957233832,5.66
2022-11-14,0.79009487101154,3.33
2022-11-23,1.2782461286553743,28.0
2022-12-01,2.2658323851214153,21.9
2022-12-09,1.4953577858775413,20.0
2022-12-12,1.7409628801726096,18.0
2023-01-25,0.8939818258993785,10.9
2023-02-09,1.0604207339136698,9.83
2023-02-14,1.0967711382634446,8.43
2023-02-22,1.0344302555528775,7.04
2023-03-02,1.056166278191564,5.8
2023-03-07,1.0478300445581208,6.22
2023-03-14,0.81776193532328,7.57
2023-03-20,0.3244743760292883,7.77
2023-03-31,0.40253900801310194,6.27
