date,simulation,observation
2013-01-17,0.11900845830741652,2.65
2013-01-29,0.04336173919640044,1.41
2013-02-19,0.11355079540314038,2.37
2013-04-08,0.07035838992780025,2.36
2013-05-14,0.09911740247165127,1.3
2013-05-24,0.1256181795184762,2.11
2013-07-09,0.06338257579857878,1.48
2013-08-02,0.05297023834334842,0.904
2013-09-16,0.08712152014256047,1.53
2013-09-30,0.13937404782689347,0.776
2013-11-07,0.631111787375434,2.28
2013-11-21,0.6916832182235467,2.42
2014-01-15,0.32529605690776925,2.4
2014-02-10,0.24928393029140564,2.2
2014-03-04,0.23891327949934524,1.51
2014-04-02,0.16078969088340644,1.93
2014-05-01,0.2203111127572662,1.28
2014-06-12,0.3172792898472782,1.29
2014-07-02,0.3484609892186257,1.51
2014-08-13,0.37319279727122784,1.77
2014-09-05,0.30402640522183394,2.3
2014-10-06,0.31354504560027685,1.35
2014-11-17,0.7830135154183567,3.01
2014-11-25,0.5955619998474525,3.29
2015-01-09,0.21625450264790289,1.9
2015-02-23,0.24512660138133022,1.73
2015-03-12,0.1363419893955966,2.39
2015-04-10,0.2006431623785254,1.81
2015-05-11,0.14407064612697143,1.29
2015-06-17,0.18357349076166748,1.26
2015-07-31,0.2946636022523575,1.92
2015-08-14,0.07402768224672858,1.2
2015-09-15,0.06626203930213129,1.77
2015-10-08,0.631401408783531,1.22
2015-11-10,0.49337063463356295,1.87
2015-11-30,0.37422513210437197,2.11
2016-02-10,0.18867579827569056,1.52
2016-02-25,0.23774656481179487,2.38
2016-04-12,0.2112388848357089,1.84
2016-06-14,0.08018301431489695,1.76
2016-06-30,0.21250243545976416,2.1
2016-08-03,0.07884501650485262,0.576
2016-10-21,0.2164653943897633,1.29
2016-11-08,0.06559205355245892,1.2
2016-12-14,0.4970510592649009,1.56
2017-01-05,1.0105099508098274,2.22
2017-02-01,0.24237945785006557,1.96
2017-02-22,0.2437782275676637,1.94
