date,simulation,observation
2010-09-14,0.08800229412122422,0.196
2010-10-14,0.2464942530685398,0.196
2010-11-10,0.07964550026111002,8.09
2010-11-30,0.23893957069280325,5.26
2011-02-03,0.5784281795267457,5.58
2011-03-11,0.7494211633251614,2.7
2011-03-18,0.5587942286557844,1.22
2011-04-15,0.804720519108228,1.15
2011-05-23,0.7643774976626505,0.196
2011-06-14,0.5097421603261588,26.1
2011-07-27,0.539177297281687,0.194
2011-08-30,0.36873031252404737,1.91
2011-09-20,0.043124383902560806,4.59
2011-10-11,0.28700021123951713,0.842
2011-11-11,0.07728069771575244,15.1
2011-12-09,1.1614438457720768,12.6
2012-01-10,0.7675216028088171,6.27
2012-02-09,0.6924612721195502,6.64
2012-03-01,0.5991865618904005,2.76
2012-03-28,0.6180141092056958,1.04
2012-05-02,0.7527284744308721,6.38
2012-07-11,0.7084478194641938,2.02
2012-07-17,0.6264122899905603,2.52
2012-08-01,0.9921271559410042,1.59
2012-09-10,0.6786956207473456,1.7
2012-09-25,0.4015185366083887,3.05
2012-11-21,0.11449350446461114,1.87
2012-12-17,0.11389702678716805,2.28
2013-01-10,0.0806259126415846,2.16
2013-01-28,0.038672560358760176,1.41
2013-02-27,0.05658424737514512,2.3
2013-04-22,0.04324569633497032,0.777
2013-05-08,0.02448254287306949,0.196
2013-06-20,0.024032780026086557,0.151
2013-07-11,0.04089013888624826,0.195
2013-08-07,0.05730390419192451,2.86
2013-09-24,0.04437038455287387,0.196
2013-10-09,0.04296762692337145,0.645
2013-11-01,0.7788650782952009,5.91
2013-11-25,0.9870432938553441,4.05
2014-01-08,0.32926244853123715,3.36
2014-02-05,0.2342636848696132,1.59
2014-03-10,0.23280257722644696,2.29
2014-04-07,0.1356115638164295,1.04
2014-05-22,0.13963315772439333,0.289
2014-06-05,0.18050338402585872,12.0
2014-07-02,0.17615901436890236,0.442
2014-08-11,0.16579160567078816,0.161
2014-09-04,0.1588426478366548,0.184
2014-10-03,0.047221309554439386,0.194
2014-11-04,0.1357953755999276,6.33
2014-11-26,0.4872189541837755,11.6
2015-01-08,0.3004203435182882,4.84
2015-02-11,0.5228726020418183,3.12
2015-03-02,0.36825888142724433,2.86
2015-04-22,0.39869388561531033,0.196
2015-05-26,0.3664633631039801,0.196
2015-06-11,0.19663879302626547,0.196
2015-07-16,0.3548473972485501,0.196
2015-08-26,0.08714648927760187,12.7
2015-09-11,0.2945962618873032,0.196
2015-10-19,0.26484360737812007,0.186
2015-11-12,0.17541998558664096,4.08
2015-12-01,0.1430745197568546,6.35
2016-01-05,0.7633960173485553,5.34
2016-02-16,0.4323899437710535,3.31
2016-04-19,0.4484328280802491,1.5
2016-05-12,0.21654179155397063,1.9
2016-06-20,0.12755215676175208,15.0
2016-08-10,0.40674305736383365,0.195
2016-09-16,0.374441989976541,0.196
2016-10-04,0.32906381633258636,0.196
2016-12-06,0.3376710676633792,3.13
2017-01-16,0.33567016670085903,7.2
2017-03-17,0.29831838752463835,2.7
2017-04-07,0.4349943610570897,1.65
2019-04-08,0.4407698695178427,5.46
2019-05-01,0.4909962702838956,0.188
2019-06-04,0.4639480523041121,0.196
2019-07-01,0.43746066852996,0.14
2019-08-12,0.05707627857904389,9.26
2019-09-17,0.34084175358711505,0.196
2019-10-07,0.29900121421826187,10.7
2019-11-14,0.7688009154837125,8.28
