catchment_id,outfall_arc,PB,RMSE,NSE,KGE,R2
GB108050014250,node_9586-to-node_9587,89.30511936,2.630518995,-13.95086652,-0.160964495,0.389534565
GB109052021520,node_10832-to-node_10830,91.24521029,5.128028883,-13.92825643,-0.506623904,0.006095846
GB104028052870,node_4788-to-node_4786,91.73192391,4.879313575,-13.92205562,-0.380262719,0.08540562
GB108044009760,node_10331-to-node_10332,67.85681821,1.657066208,-13.84973689,-0.186349986,0.004079775
GB108046008460,node_11901-to-node_11898,90.82592299,3.322511933,-13.82535124,-0.419215554,0.044505771
GB105037033950,node_12366-to-node_12367,96.23422921,7.507849585,-13.79048685,-0.620753371,4.05E-05
GB109055036960,node_14557-to-node_14558,94.63853693,10.03290022,-13.75995397,-0.645850258,0.001435658
GB105033043100,node_6208-to-node_6209,92.27862153,6.928156682,-13.73645744,-0.615144504,0.005514988
GB104027052280,node_2840-to-node_2841,94.10789716,5.101486011,-13.70736123,-0.598289277,0.001739447
GB109054044460,node_15946-to-node_15947,94.765204,7.47766249,-13.7010667,-0.535852278,0.015264211
GB105037041190,node_12362-to-node_12363,35.49607019,6.671312106,-13.68088603,-1.445421724,0.122179361
GB108049000000,node_3662-to-node_3661,89.91961694,3.894531049,-13.62731134,-0.679376141,0.063298902
GB108044009620,node_9293-to-node_9294,86.11995535,3.579674141,-13.60399963,-0.562455584,0.021645084
GB104027063950,node_4740-to-node_4741,48.56709498,6.084348864,-13.59769126,-0.332794583,0.053360617
GB104028046740,node_3520-to-node_3521,97.44928016,6.689968809,-13.59460106,-0.547747922,0.052405726
GB109053022101,node_12424-to-node_12422,92.74893781,4.195788294,-13.58206783,-0.480479336,0.027935237
GB109055041830,node_17390-to-node_17389,77.58350491,1.842972049,-13.57269228,-0.336010872,0.000187419
GB108050014350,node_11069-to-node_11070,88.22507266,2.841337907,-13.54459014,-0.300947001,0.113279998
GB104026067040,node_1768-to-node_1743,84.88723661,8.947183668,-13.54304934,-0.551592107,0.019627539
GB104028058470,node_5450-to-node_5451,87.04622394,4.098014472,-13.52871201,-0.494973122,0.000466018
GB103023075120,node_927-to-node_928,-4.186603085,0.090077021,-13.50646082,-1.842364448,1.64E-05
GB108046008470,node_11145-to-node_4062,81.78278912,1.306580628,-13.46402049,-0.303914608,0.024464962
GB104028058270,node_8055-to-node_8056,96.08148572,7.394363446,-13.46155557,-0.589232731,0.0049322
GB103024077540,node_1329-to-node_1327,94.62752187,6.088500678,-13.42164558,-0.534800285,0.018183876
GB104027063620,node_3098-to-node_3099,94.49291129,6.786158025,-13.40832686,-0.536745928,0.002758666
GB104027069180,node_5137-to-node_5136,81.81784836,3.514057136,-13.40659155,-0.323068995,0.012944004
GB104027068910,node_3964-to-node_3969,92.9649445,5.843501633,-13.39695556,-0.539662945,0.004767388
GB109054044380,node_16646-to-node_16647,-57.32894482,5.153193203,-13.36823506,-1.21520457,0.001441994
GB104027069410,node_3453-to-node_3454,-60.57103244,0.253448109,-13.35437815,-1.247851015,0.04687935
GB104028057780,node_2695-to-node_2696,75.95776219,2.331361313,-13.33456264,-0.422227326,0.020736088
GB108045009280,node_11014-to-node_11013,91.13449205,4.967335588,-13.33092685,-0.574258453,0.003466704
GB109054044260,node_12824-to-node_12822,89.69095895,4.153921202,-13.27542504,-0.329883342,0.113576323
GB104027069030,node_4772-to-node_4769,-74.78159718,0.427047248,-13.25234051,-1.269405665,0.076812994
GB103022076411,node_973-to-node_1897,86.93825174,3.396468363,-13.24054495,-0.388368788,0.014953054
GB108052015600,node_12220-to-node_12221,-157.5517321,6.382290032,-13.23173835,-1.202097728,0.015316529
GB106039023420,node_6033-to-node_6034,86.19184142,7.790068617,-13.22821799,-0.153511362,0.254821029
GB105031050440,node_6683-to-node_6681,95.38775812,7.243334661,-13.2047799,-0.504483773,0.042945628
GB106039030140,node_9454-to-node_9433,97.68315786,12.09142236,-13.1827315,-0.732532796,0.007908554
GB107041012980,node_6925-to-node_6926,89.27228056,1.703900052,-13.08316589,-0.43937711,0.03172792
GB109054049146,node_16303-to-node_16304,97.04573419,5.810577147,-13.07821093,-0.564876264,0.021833684
GB104028058050,node_6784-to-node_6783,66.38680491,9.515124329,-13.05979795,0.124151724,0.19974255
GB109054049400,node_15158-to-node_15159,89.30099183,3.461519804,-13.01170072,-0.366261986,0.057502124
GB107042022730,node_10631-to-node_10632,50.82661667,6.141702974,-12.98413337,-0.542023151,0.000167094
GB104028052450,node_3847-to-node_3842,95.76221547,7.750406798,-12.98117662,-0.600602237,0.003210036
GB106039017890,node_5371-to-node_5372,95.08028013,6.302409266,-12.95131849,-0.343408584,0.264540486
GB112068055260,node_15714-to-node_15715,94.70450283,6.632230782,-12.94791186,-0.480754511,0.056165769
GB104027063301,node_3326-to-node_3327,88.57123053,3.01531143,-12.93956256,-0.476859349,0.008279024
GB102075073480,node_63-to-node_70,89.74661113,3.751648049,-12.93889658,-0.383521318,0.041039099
GB103023074710,node_2023-to-node_2024,-143.8152091,0.572733691,-12.93066068,-1.322934284,0.004984627
GB109054044540,node_15607-to-node_15605,98.80758175,14.27016852,-12.92609288,-0.676410942,0.002380925
GB108048001173,node_8330-to-node_8331,99.13494221,8.766692663,-12.92130961,-0.667040311,0.005889294
GB106039029870,node_9502-to-node_9501,79.07940847,5.647787871,-12.92083654,-0.244645783,0.025298923
GB107041012820,node_12332-to-node_12333,95.35995095,2.173675904,-12.92041405,-1.0440674,0.297476045
GB104027062940,node_5675-to-node_5676,80.38814324,1.093154614,-12.89883291,-0.025861569,0.17490831
GB104028042630,node_2635-to-node_2636,97.94280783,11.63970833,-12.87768586,-0.597447008,0.023190428
GB108046008490,node_11976-to-node_11977,81.05248512,0.792549375,-12.85961064,-0.424720964,0.001700257
GB108050019930,node_9335-to-node_9336,75.24045469,1.111944469,-12.85471309,-0.320090115,0.002705426
GB106039022990,node_5549-to-node_5550,94.99985322,6.815867099,-12.83958378,-0.551378979,0.028382106
GB107041011940,node_13147-to-node_13148,-61.31836472,6.13615338,-12.82056782,-1.268282818,0.052279268
GB105032045170,node_8364-to-node_8288,-159.3295877,10.26060767,-12.78682451,-1.009017737,0.03771007
GB106039017240,node_12395-to-node_12322,94.75807519,6.95851174,-12.7698311,-0.676227814,0.004718575
GB108050014090,node_8909-to-node_8910,86.06598927,3.449779105,-12.75597892,-0.392899301,0.015451873
GB108043022450,node_9081-to-node_9077,89.93187301,6.219079671,-12.75260707,-0.490671428,0.015709395
GB104028052480,node_3024-to-node_3025,98.71527889,12.67589684,-12.73728614,-0.684687376,0.000910056
GB104028053050,node_3830-to-node_3831,97.34580069,7.180287406,-12.67073021,-0.502744373,0.090185995
GB108047007690,node_13182-to-node_13183,83.92910401,2.045812142,-12.66615954,-0.304707391,0.0384033
GB104028046761,node_3527-to-node_3528,95.24410123,8.462187784,-12.65370006,-0.606931427,0.001131161
GB109054044410,node_16797-to-node_16798,86.30435068,3.304709512,-12.65224996,-0.778302554,0.163959696
GB108052021160,node_12286-to-node_12283,90.10475461,5.287862097,-12.65212145,-0.342528212,0.070865219
GB112068055410,node_16396-to-node_16397,87.87038121,6.019030245,-12.6277857,-0.439854101,0.008210399
GB105033030500,node_3552-to-node_3553,65.77403192,8.083278351,-12.60707405,-0.764211103,0.404364174
GB105033037820,node_6243-to-node_6244,87.30230104,10.98953769,-12.60218141,-0.437213018,0.00727679
GB105035045970,node_8604-to-node_8605,88.65107922,9.63652411,-12.56075405,-0.515512215,1.13E-05
GB109054044520,node_16090-to-node_16091,96.94872453,5.931425302,-12.54004559,-0.475268556,0.124158775
GB104028053310,node_4682-to-node_4683,88.09222551,1.734231698,-12.52278534,-0.508723632,0.003750729
GB106038033290,node_12910-to-node_12097,94.72165789,7.364517892,-12.52169458,-0.631770761,0.000331552
GB112073071240,node_16292-to-node_16293,94.84896423,4.338242853,-12.50420538,-0.531071612,0.031254833
GB109054049580,node_16376-to-node_16377,94.77430178,3.637764661,-12.49409683,-0.419841632,0.108538157
GB105030062210,node_5983-to-node_5984,79.29292906,10.221928,-12.46641098,-0.120288828,0.163614856
GB103022076460,node_1898-to-node_1899,84.88944663,3.667085275,-12.45729717,-0.247009433,0.058780223
GB104027063910,node_572-to-node_569,94.68433905,10.33809375,-12.44740202,-0.595383096,0.000781947
GB104028052631,node_3828-to-node_3413,96.87265023,8.468019411,-12.43048279,-0.586152039,0.020226994
GB104029061920,node_6268-to-node_6269,80.5299827,4.87743994,-12.4130738,-0.295662458,0.017968214
GB104028053290,node_4678-to-node_4679,97.89105531,11.81958865,-12.39027035,-0.524896196,0.082326304
GB104028052430,node_5581-to-node_5582,99.09271655,5.758851911,-12.35217804,-0.726987808,0.0004628
GB104028052380,node_5662-to-node_5663,82.58087941,3.264241153,-12.34371472,-0.345555001,0.015463308
GB109054043850,node_15050-to-node_15047,94.79278448,3.860984732,-12.34227805,-0.472687448,0.047464232
GB104027057290,node_2845-to-node_2846,96.68940268,7.653663424,-12.33135288,-0.61369841,0.005118622
GB109054044480,node_15951-to-node_15952,97.00644855,7.168866176,-12.30460076,-0.470336212,0.13635217
GB109054050060,node_15308-to-node_15309,89.53748162,8.802924543,-12.29618699,-0.259268122,0.345174651
GB108044009770,node_10334-to-node_10335,87.25023198,2.247338141,-12.29176935,-0.271486546,0.109515557
GB102076073870,node_1393-to-node_1394,96.32057356,6.939787636,-12.27697908,-0.646524403,0.000982743
GB104026067010,node_3190-to-node_3191,90.35302127,6.524805577,-12.26729202,-0.407865128,0.036610733
GB107041011980,node_13156-to-node_13154,96.57127356,8.998843781,-12.26495693,-0.764514362,0.022722636
GB108047007890,node_13185-to-node_11529,85.56536067,2.838324575,-12.26228497,-0.516430784,0.003042102
GB105034051240,node_8871-to-node_8872,80.22043141,6.59260937,-12.24990023,-0.223627433,0.058657602
GB107042011260,node_7227-to-node_7228,84.92533037,2.894860486,-12.20373304,-0.218331446,0.110608983
GB109053022230,node_6648-to-node_6649,94.17740742,4.443609629,-12.11429393,-0.401994337,0.156724352
GB104028052460,node_5597-to-node_5596,94.70859761,6.526882969,-12.07887191,-0.423258813,0.090080544
GB108046005190,node_12588-to-node_12589,81.79794583,1.741627661,-12.06702602,-0.430584417,0.000149106
GB109054039851,node_4692-to-node_4693,96.05879285,8.660464151,-12.06246907,-0.537171369,0.036565691
GB106039017580,node_11700-to-node_11701,-9.171352907,2.19695946,-12.04448903,-1.928672268,0.163917168
GB105032045280,node_7499-to-node_7500,85.47001345,9.244917521,-12.02878301,-0.412881638,0.001911575
GB106039023010,node_6131-to-node_6128,97.30661268,8.777639362,-12.01635063,-0.783241366,0.033056956
GB106038033391,node_12131-to-node_12127,97.99938195,7.419699402,-11.98643145,-0.536915024,0.077746342
GB109053022210,node_6642-to-node_6643,93.80584806,5.751809258,-11.97710627,-0.502693498,0.033635394
GB107042016791,node_6710-to-node_6707,95.28181271,4.727779973,-11.96969709,-0.714495482,0.012932137
GB108052021270,node_10571-to-node_10572,-190.6416812,7.687773578,-11.95493405,-1.508372302,0.156403018
GB103023075740,node_810-to-node_811,96.58535505,6.60996846,-11.95036945,-0.655912879,0.000426627
GB104028052550,node_3020-to-node_3021,97.21827336,8.751827089,-11.94675188,-0.67462196,7.98E-05
GB109054039760,node_16243-to-node_13834,80.23267195,4.181033701,-11.88813021,-0.366460991,0.004367766
GB108050020060,node_8538-to-node_8539,61.18529713,2.606083081,-11.88014253,-0.259139185,0.004847612
GB109054043920,node_4873-to-node_4874,96.14409319,7.394671324,-11.85033969,-0.562494219,0.019441172
GB109054050010,node_16017-to-node_16013,94.1473407,4.765705325,-11.81207608,-0.856239006,0.112006907
GB104029067530,node_7850-to-node_7851,96.21176069,9.451072037,-11.8047819,-0.474484347,0.061569954
GB102076074000,node_2231-to-node_2232,95.71274954,8.010439999,-11.80294258,-0.481477698,0.078448883
GB104027063440,node_5948-to-node_5947,94.52908503,7.758073685,-11.7991604,-0.554992136,0.005737653
GB105032045340,node_6690-to-node_6691,90.04779141,8.727724862,-11.79900104,-0.505998008,0.001521802
GB108047004020,node_13097-to-node_13095,81.05545123,1.01917906,-11.74709597,-0.349115842,0.004076163
GB104028053340,node_4718-to-node_4719,94.10958192,2.781610077,-11.72769255,-0.398527225,0.172181772
GB108049000700,node_8188-to-node_8189,83.25734397,3.639604895,-11.7249742,-0.796770014,0.208681522
GB106039037210,node_9922-to-node_9923,91.09701427,8.708167023,-11.70964404,-0.437603608,0.056415527
GB109054044160,node_623-to-node_624,95.01796371,6.127295696,-11.67623392,-0.570435901,0.004285496
GB103023075720,node_796-to-node_797,95.4555094,3.290710969,-11.67531125,-0.431743391,0.142378001
GB108044009580,node_9273-to-node_9277,84.37435887,2.476539647,-11.66498659,-0.459170769,0.002924551
GB108048002280,node_8976-to-node_8971,83.67763172,4.421587114,-11.64425504,-0.238214696,0.120719019
GB103025072100,node_1297-to-node_970,87.48796226,5.846405569,-11.6098859,-0.477151175,0.003961469
GB112073071320,node_16334-to-node_16335,82.04260282,0.484591038,-11.60415432,-0.447025376,0.000354621
GB104028047280,node_3216-to-node_3217,-119.5629822,4.134283997,-11.58772804,-1.235087327,0.011663544
GB104027068780,node_4183-to-node_4184,93.02015496,8.459332697,-11.58223469,-0.481542774,0.025886872
GB109054049260,node_15156-to-node_15157,80.61941874,1.709780083,-11.57245962,-0.426353637,0.007398291
GB106039023850,node_9986-to-node_9987,23.89275097,5.14137003,-11.52459947,-1.365143318,0.193070812
GB106039037432,node_9827-to-node_9828,80.76192268,5.523273039,-11.50167851,-0.727586628,0.205962575
GB104027057490,node_2990-to-node_2991,89.55776534,3.967441614,-11.4559923,-0.453613959,0.021150364
GB108047007850,node_13302-to-node_13303,87.63643237,3.192079449,-11.45289548,-0.640333291,0.029475228
GB108052021240,node_10560-to-node_10557,69.48640024,6.09986281,-11.44412776,-0.061647532,0.041440536
GB109054049390,node_15630-to-node_15631,91.07595403,6.129416844,-11.44212439,-0.552202177,0.000463901
GB106037028171,node_9641-to-node_9642,97.37850625,5.989513202,-11.41909064,-0.454435128,0.162777214
GB112075070450,node_16612-to-node_16610,-59.24143026,0.238626954,-11.37381288,-1.249974319,0.122012797
GB109055036930,node_14480-to-node_14481,94.80733216,8.885222656,-11.35183301,-0.522291247,0.025421516
GB106039022970,node_5545-to-node_5542,96.53662387,3.184870246,-11.23896521,-0.648822873,3.51E-05
GB106039017760,node_14727-to-node_14728,92.07528372,2.309010494,-11.21572358,-0.626790673,0.003116024
GB104027057771,node_3338-to-node_3333,96.83743896,5.979250108,-11.18166155,-0.817343568,0.053189821
GB108050019980,node_9689-to-node_9690,94.41734182,3.32737378,-11.15028856,-0.315367384,0.38416254
GB104028058320,node_8345-to-node_8346,92.00624301,14.3370986,-11.13683704,-0.458064164,0.048708767
GB102076070790,node_320-to-node_321,71.76969533,1.094967536,-11.10785146,-0.308567969,0.006701541
GB104028046530,node_2469-to-node_2470,-57.15872146,6.003350005,-11.0962415,-0.707564389,0.0054144
GB108048002290,node_8982-to-node_8977,89.16185993,2.650794434,-11.07766842,-0.414385976,0.05038621
GB108043016110,node_10061-to-node_10062,69.23107403,4.772627611,-11.06448071,-0.131282721,0.011301974
GB103024077440,node_1267-to-node_1187,-54.13961926,0.307851566,-11.05159301,-1.07839428,0.210172588
GB105037028742,node_12870-to-node_12871,-107.150992,6.47173656,-11.03729585,-0.748412568,0.048224779
GB106039030080,node_9240-to-node_9235,95.41199629,9.052299875,-11.03522005,-0.663355179,0.000848843
GB108049000130,node_8447-to-node_8448,84.03818644,6.576274785,-11.00953711,-0.549179432,0.028345707
GB104027057510,node_3000-to-node_3001,97.68581808,8.237124293,-10.96569879,-0.776457848,0.027881981
GB105033038150,node_8165-to-node_8166,96.36847584,8.799775296,-10.96494928,-0.81092059,0.063342098
GB112069064730,node_14506-to-node_14503,63.31691226,0.590597083,-10.95330537,-0.267837905,0.004652445
GB102075073390,node_394-to-node_395,91.35769374,4.887637277,-10.94383082,-0.569539955,0.000145352
GB109054026531,node_705-to-node_704,89.79431338,3.571602335,-10.93873804,-0.349270857,0.097677722
GB104028058241,node_8168-to-node_8169,93.05245931,6.63961719,-10.82396462,-0.572249253,0.000240144
GB112068060380,node_14975-to-node_14976,93.85365342,4.316048021,-10.82039161,-0.373797049,0.176545983
GB108043016090,node_10058-to-node_10057,92.19250033,4.661729509,-10.78318242,-0.535893112,0.014485612
GB106040018100,node_9176-to-node_9177,94.50967955,7.474404473,-10.77477263,-0.469884671,0.096644857
GB109053021900,node_8262-to-node_8263,66.41549896,2.117734679,-10.75565605,-0.374216759,0.040631003
GB108045014900,node_11396-to-node_11397,86.54389968,3.868574449,-10.7518429,-0.262657569,0.149748798
GB104027062580,node_5180-to-node_5179,79.0763926,1.401420769,-10.74712687,-0.299816922,0.008540366
GB108047007700,node_13184-to-node_13185,77.14885378,1.676640602,-10.74542095,-0.428321902,0.016007918
GB108045020890,node_13336-to-node_7242,71.91941705,0.937165459,-10.69160603,-0.60254923,0.159232951
GB104028042440,node_4561-to-node_4565,98.57742751,15.39171515,-10.6838915,-0.762590396,0.009704984
GB105033038280,node_8555-to-node_8556,93.74815465,6.307457504,-10.67617748,-0.492890893,0.068516749
GB108043022430,node_9824-to-node_9821,91.15838569,4.353053851,-10.66513918,-0.528635495,0.013429829
GB104027063033,node_3232-to-node_3233,70.62672449,1.306551295,-10.63721289,-0.152063131,0.01312032
GB104028058091,node_6798-to-node_6799,67.31518286,7.686744696,-10.62127341,0.01610563,0.082661587
GB104028053140,node_3988-to-node_3989,96.70693335,5.785769193,-10.62005096,-0.52010548,0.080607747
GB105032045210,node_8479-to-node_8480,93.90469227,15.17205585,-10.60555786,-0.663904678,0.013278215
GB103024077470,node_1176-to-node_1175,94.47915292,6.673508613,-10.60462954,-0.630738845,7.45E-05
GB104028052330,node_5651-to-node_4594,93.26697798,6.482037047,-10.59575823,-0.471224562,0.075332122
GB109053022251,node_6655-to-node_6656,92.83154223,7.62339882,-10.59294746,-0.526242716,0.019196484
GB105032045050,node_6371-to-node_6372,95.34711347,9.848758258,-10.57851948,-0.703788292,0.005190012
GB104027057413,node_3214-to-node_2918,-33.59486292,2.53477945,-10.57273043,-1.228751914,0.024314158
GB105033037560,node_7300-to-node_7301,85.82995181,5.48969138,-10.54430525,-0.425524248,0.010065567
GB112072065770,node_14980-to-node_14981,95.16433573,6.592852104,-10.54367571,-0.410289681,0.189544759
GB105037033910,node_12957-to-node_12958,93.88094214,5.746441797,-10.53907462,-0.669851954,0.011895362
GB112068060180,node_15161-to-node_14945,79.10377126,1.369270612,-10.53043222,-0.522715538,0.025025911
GB109053027450,node_6154-to-node_6155,91.48297965,2.339049717,-10.52086523,-0.459358548,0.046124069
GB108052015160,node_11754-to-node_11753,94.27315442,7.042364904,-10.51929763,-0.502583718,0.050250322
GB106039030180,node_8367-to-node_8368,99.07866918,16.76394532,-10.50705455,-0.727653386,0.000685861
GB109054043950,node_4878-to-node_4879,73.09038452,1.74222546,-10.50679156,0.01653545,0.478782643
GB106039017910,node_5381-to-node_5382,71.91283025,4.112896036,-10.50550981,0.08599006,0.218035963
GB106037028120,node_12264-to-node_12265,-289.9681496,13.09174449,-10.49532151,-2.046627734,0.011572843
GB108046005250,node_11875-to-node_11876,62.88818168,0.683820579,-10.46652684,-0.246355426,0.004695745
GB104028042380,node_4365-to-node_4366,97.08145741,6.885166865,-10.46436239,-0.564747064,0.031217348
GB104027062642,node_5254-to-node_5252,94.09527464,2.614436554,-10.41811614,-0.498726162,0.057489647
GB105031045640,node_8265-to-node_8266,97.01055625,9.619924503,-10.41409935,-0.816172746,0.052384231
GB104027062870,node_2664-to-node_2665,83.81780963,2.143012689,-10.41141098,-0.480431671,0.000430451
GB107040019660,node_11961-to-node_11958,92.57511939,5.84543533,-10.40799679,-0.581776834,0.001427272
GB108048002110,node_8821-to-node_8817,93.00974981,4.731044914,-10.40548745,-0.850364991,0.104433318
GB104027064260,node_5930-to-node_4517,93.94574041,8.1982012,-10.38764135,-0.539671711,0.012706075
GB106039023460,node_6051-to-node_2875,98.9514315,15.19504844,-10.37807059,-0.80307432,0.023241261
GB104027063860,node_4725-to-node_4596,95.12702542,8.809573278,-10.35583361,-0.568247719,0.010715748
GB104027068040,node_5739-to-node_5735,19.73904215,0.181209919,-10.34028466,-1.111612082,0.140429438
GB102076070630,node_222-to-node_223,75.13637255,0.883315987,-10.32828789,-0.263937004,0.002217731
GB108046005160,node_12582-to-node_12583,73.09269677,3.087224342,-10.31123823,-0.377881212,0.019107722
GB108045008850,node_12454-to-node_12455,89.14897388,3.518904788,-10.29810716,-0.36841788,0.08134851
GB109054043760,node_15035-to-node_14936,90.79702698,4.170878822,-10.2536423,-0.382508705,0.083935821
GB112068060470,node_15866-to-node_5319,63.61534192,3.784363092,-10.24077634,-0.106184845,0.009032565
GB109054043730,node_14924-to-node_14921,96.35641428,6.616209079,-10.20796456,-0.573711697,0.020821172
GB104028052840,node_5243-to-node_5244,96.6436483,6.87991965,-10.19528346,-0.53387477,0.038281063
GB106038027910,node_8118-to-node_8119,99.14902179,16.26474162,-10.19015909,-0.78296711,0.012841764
GB109054039530,node_14661-to-node_14662,95.86525365,7.547191439,-10.18437742,-0.622093116,0.0013295
GB103022076280,node_1838-to-node_1839,81.70029009,1.859728698,-10.15592216,-0.363101925,0.011104087
GB106040018640,node_12998-to-node_12999,89.66914478,6.868345911,-10.15187607,-0.392789464,0.048461649
GB109054043750,node_14928-to-node_14929,70.16695882,4.469286727,-10.14418514,0.005467245,0.089746017
GB109055036580,node_13468-to-node_4117,93.29159486,7.49387573,-10.13698441,-0.469824613,0.065498868
GB108045009110,node_12018-to-node_12019,93.67772219,5.651156467,-10.12599302,-0.385616805,0.233543814
GB109054044330,node_15685-to-node_15683,84.69560498,3.373413948,-10.09570391,-0.383735261,0.019025504
GB108050019950,node_9343-to-node_9340,67.9473985,1.053260753,-10.09407398,-0.552546108,0.15148676
GB104027063520,node_4308-to-node_4182,95.15858481,8.580071851,-10.04386359,-0.553155445,0.019753151
GB108049007010,node_8791-to-node_8792,93.30836245,4.369358681,-10.03291811,-0.368398828,0.217121074
GB106039023270,node_7356-to-node_7341,95.42179347,3.588827595,-10.02401162,-0.582593431,0.008553696
GB104027068470,node_2476-to-node_2477,86.26126098,4.010338141,-10.02323483,-0.722420914,0.111095474
GB104028058290,node_8339-to-node_8340,96.51729667,14.27922301,-10.00039723,-0.585159505,0.027237522
GB108050014140,node_9063-to-node_9061,83.82252653,1.974183482,-9.93838677,-0.441503438,3.48E-05
GB105030062270,node_7191-to-node_7192,96.5460425,9.680182245,-9.932234752,-0.487021715,0.074603984
GB104027068110,node_5876-to-node_5877,90.37982383,1.06381574,-9.898122136,-0.581502806,0.00321082
GB103025072520,node_2699-to-node_2700,77.0171175,6.370628558,-9.890454765,-0.234497928,0.015791122
GB103024077624,node_1371-to-node_1164,-59.24389596,3.234702273,-9.877271861,-0.992958619,0.068524871
GB112068060410,node_13528-to-node_13529,96.23952577,3.893622761,-9.866319806,-0.621043201,0.004825402
GB104027063110,node_3228-to-node_3229,-67.10978706,0.447131142,-9.864028083,-1.139442416,0.124526886
GB104028052891,node_4126-to-node_4124,71.26557081,1.686499656,-9.85871509,-0.229614997,0.001516988
GB112068055460,node_16411-to-node_16410,86.83928267,5.488421014,-9.85852464,-0.428094772,0.020170351
GB108050014360,node_11074-to-node_11073,89.75953116,2.714584939,-9.858346875,-0.362344991,0.098578066
GB104027068020,node_5731-to-node_5732,60.77731707,0.153808417,-9.85315015,-0.257291511,0.005338788
GB104027068810,node_3139-to-node_3140,92.44702394,7.099796935,-9.846760038,-0.567736823,0.000718395
GB108045014850,node_11382-to-node_11383,85.51653128,2.084500138,-9.826443415,-0.4941496,1.12E-06
GB104028046940,node_5644-to-node_5643,81.24757033,9.638719655,-9.812142068,-0.139263061,0.181309614
GB109053022030,node_8254-to-node_8255,89.6761067,4.362920112,-9.796735582,-0.342129585,0.123623957
GB105030051580,node_6822-to-node_6823,95.50240274,10.37341881,-9.789933751,-0.695096634,0.006148713
GB107041012790,node_11363-to-node_11364,94.07765444,5.183260749,-9.782880888,-0.621338538,1.81E-06
GB109054043720,node_14932-to-node_14919,93.3027754,4.459214337,-9.773304198,-0.488847181,0.033351036
GB104028046690,node_4033-to-node_4034,95.61377601,10.47093512,-9.766504942,-0.572409457,0.021291165
GB104027069170,node_5126-to-node_5125,-42.89350978,0.441456459,-9.762017314,-1.107654738,0.019652949
GB108050008270,node_7568-to-node_7569,86.05049836,3.525184302,-9.747329643,-0.616180506,0.029944504
GB108045009020,node_12535-to-node_12531,93.64614962,4.688134584,-9.737391216,-0.554188905,0.00717621
GB109054039540,node_14664-to-node_14665,87.199449,7.477751385,-9.731942959,-0.376570191,0.025663918
GB112071065180,node_16365-to-node_16366,-31.57264555,0.249984738,-9.724583106,-1.20490511,0.001955144
GB104027062920,node_5567-to-node_5568,92.9362459,3.177224607,-9.706856761,-0.524083037,0.01062339
GB103025072150,node_1030-to-node_1031,81.62179901,4.2244617,-9.702672185,-0.400244206,0.013189507
GB108052015650,node_12212-to-node_12159,93.67242121,5.961048011,-9.700995247,-0.473000101,0.068506806
GB108052015670,node_12193-to-node_12194,93.5605796,7.105685626,-9.691431035,-0.490291281,0.047111358
GB106039037290,node_9933-to-node_9934,89.70791371,4.828883571,-9.676837421,-0.866534012,0.155714127
GB108044010210,node_10930-to-node_10927,91.37704785,7.123091589,-9.673226443,-0.439793805,0.083424469
GB108048001450,node_7264-to-node_7265,89.8633577,2.836889975,-9.669828375,-0.406144361,0.072251204
GB105037033650,node_12938-to-node_12939,88.49250335,9.299536235,-9.658985973,-0.433714371,0.010071594
GB105033037530,node_6152-to-node_6153,95.57729614,6.315710916,-9.64949634,-0.798368689,0.039292812
GB109054044210,node_4096-to-node_4097,94.43156521,5.197879898,-9.648635817,-0.930760202,0.162293426
GB105033037860,node_6362-to-node_6341,75.96597718,6.620673766,-9.647067673,-0.136414096,0.032813056
GB109053022220,node_6645-to-node_20473,90.03147458,6.459525369,-9.638573691,-0.429098555,0.057666022
GB109052021640,node_11788-to-node_11789,90.74146215,4.178719499,-9.610188664,-0.43983321,0.0384899
GB109054050141,node_15323-to-node_15331,93.64340503,6.57515626,-9.595286822,-0.538379863,0.011211499
GB104028052590,node_5922-to-node_5923,-179.5523044,4.609995155,-9.570938394,-1.244333599,0.006807021
GB106039017840,node_14822-to-node_14821,16.4363728,2.905412905,-9.562738651,-1.279569975,0.039273701
GB104027068980,node_4631-to-node_4632,67.30774053,1.189946628,-9.557694341,-0.443255165,0.072522596
GB104027063510,node_4177-to-node_4174,92.40790384,6.002255688,-9.554449355,-0.473696822,0.03276431
GB109055029710,node_13461-to-node_13462,93.72864554,8.080966929,-9.529395092,-0.623374905,5.29E-05
GB108052015690,node_12211-to-node_12212,93.6561287,4.534384512,-9.52591374,-0.492890291,0.03871969
GB106039017140,node_12309-to-node_11863,84.6754414,5.340085176,-9.496043845,-0.453365724,0.000711044
GB108047013920,node_7962-to-node_7963,86.64731137,3.218937735,-9.486093705,-0.387940575,0.020983692
GB108047007880,node_11527-to-node_11528,78.09165,1.442295417,-9.484286444,-0.424125954,0.002704048
GB108043011020,node_9222-to-node_9223,92.10977716,2.568341012,-9.476285148,-0.559887469,0.007172301
GB109054044740,node_15463-to-node_15464,94.46629773,6.731812993,-9.444875922,-0.723482358,0.026412664
GB112074069790,node_15740-to-node_15738,88.37179026,3.039172838,-9.440220017,-0.546245679,0.000400589
GB104027062540,node_5157-to-node_5158,66.25244582,0.447568829,-9.434292196,-0.421061133,0.06378402
GB106038033330,node_12105-to-node_12106,98.51587366,21.81787269,-9.431606678,-0.791433193,0.021998904
