catchment_id,outfall_arc,PB,RMSE,NSE,KGE,R2
GB103022076780,node_592-to-node_593,-166.597332,0.487272156,-78.48183428,-3.972676913,5.28E-05
GB106039030460,node_10896-to-node_10897,94.77378403,7.7001904,-78.31594647,-0.338862593,0.080239836
GB103023075250,node_881-to-node_882,-3.167566317,0.104211561,-78.07803059,-6.657473689,0.074527162
GB108043022390,node_9808-to-node_9807,89.82498539,6.574533711,-77.17881925,-0.336366863,0.028347649
GB104027068450,node_5996-to-node_5997,95.70105219,7.730214345,-76.8152043,-0.438269181,0.042732489
GB109054032761,node_14411-to-node_14412,-330.2590333,13.59701997,-75.98893531,-3.092365433,0.029495396
GB107042022780,node_10699-to-node_10660,66.76638483,5.759070104,-73.79969461,-1.515163576,0.009290243
GB105034055690,node_9034-to-node_9035,90.28481053,6.590076006,-72.73528845,-0.354462916,0.009605235
GB104028052620,node_5925-to-node_5926,-497.9428504,8.827170439,-71.90139382,-5.49258993,0.068495393
GB109054049530,node_16005-to-node_16006,-348.7903747,9.356292101,-70.93215306,-3.52818075,0.003479403
GB106039030480,node_9843-to-node_9838,92.21320398,7.353746562,-70.76414826,-0.258437847,0.096315054
GB105033043110,node_6993-to-node_6248,92.55140316,7.039542322,-70.49537235,-0.57659637,0.001373238
GB108050014150,node_9065-to-node_9066,88.38742309,2.383198131,-70.23731661,-0.366785935,0.000676961
GB106040013360,node_9124-to-node_9125,-111.9980421,3.231968255,-69.98291851,-4.962192639,0.009271502
GB108043016020,node_10973-to-node_10974,93.74325277,8.523655349,-69.83089066,-0.464651439,0.020054834
GB108043022471,node_9047-to-node_9048,96.45726128,8.224617596,-69.12658992,-0.663953764,0.002301118
GB108043022570,node_8302-to-node_8300,89.69557215,5.150230042,-68.60453305,-0.229534244,0.071102176
GB106039017350,node_12441-to-node_12442,93.24244202,4.763621893,-67.6254749,-0.480979732,0.003351531
GB104028058130,node_7161-to-node_7162,93.45998415,13.55502319,-67.37282001,-0.392924718,0.071334867
GB107042011330,node_7953-to-node_7954,-221.3438115,2.597975935,-66.7015268,-4.915545301,0.069146754
GB104027067890,node_5598-to-node_5599,95.69389846,8.66416269,-65.41891856,-0.801219202,0.110615053
GB108046005210,node_12593-to-node_12594,90.86925938,5.402828518,-64.82646804,-0.420498819,0.008658616
GB109054045020,node_15674-to-node_15675,93.31951162,7.581862215,-63.98592651,-0.357448541,0.048918334
GB108043022420,node_9819-to-node_9820,91.93577362,6.693763049,-63.03933537,-0.544121889,0.008228459
GB104028058220,node_7916-to-node_7917,94.55274105,13.65201259,-62.25075971,-0.633981927,0.01842779
GB108051020260,node_11576-to-node_11577,89.88225778,4.056507816,-62.22452419,-0.416930066,5.45E-05
GB108044009700,node_11275-to-node_11276,90.73003488,5.020875378,-61.7731485,-0.619321435,0.063941145
GB108051020390,node_11584-to-node_11585,89.09224027,4.931212578,-61.51014527,-0.322110581,0.015453147
GB104027069000,node_365-to-node_366,-231.366367,3.407336524,-60.4876106,-4.11843231,0.095770417
GB106039037320,node_10234-to-node_10231,96.4747738,7.679142702,-60.35212905,-0.683739765,0.006430946
GB105033042990,node_7330-to-node_6946,95.40213485,11.51287401,-59.94537113,-0.483870974,0.048144863
GB105029061670,node_6235-to-node_6236,96.53301161,9.364379113,-59.83197917,-0.356692505,0.122334139
GB109054055090,node_14245-to-node_14246,94.52536394,9.981653306,-59.44439944,-0.480797414,0.011065788
GB109053021880,node_12359-to-node_12358,93.95312519,8.333279502,-59.38834564,-0.792381926,0.107627648
GB108046004870,node_13345-to-node_13346,89.97192609,5.545224719,-59.33853592,-0.533588513,0.018965191
GB109053022130,node_14074-to-node_14075,92.0231986,7.952612794,-59.13979485,-0.273020546,0.155852769
GB109054044320,node_4135-to-node_4136,95.39992551,4.147256988,-56.53006681,-0.823304198,0.10501944
GB105033042970,node_7327-to-node_6946,92.19678336,11.13676115,-56.02837973,-0.393855455,0.031350044
GB109054039830,node_13892-to-node_13893,95.75729528,9.657276007,-55.43862197,-0.549824374,0.005832369
GB106038033270,node_12904-to-node_11819,95.95506891,6.977743137,-55.19566099,-0.53851213,0.004331722
