date,simulation,observation
2000-01-26,0.0014343244196736867,4.81
2000-02-24,0.003252911820660692,4.1
2000-03-24,0.01289136724053435,4.26
2000-04-10,0.009740872894759434,4.91
2000-05-31,0.06680765251919103,3.74
2000-06-14,0.0328021733319677,4.7
2000-07-20,0.048136354102751584,4.54
2000-08-16,0.13952770911164664,4.12
2000-09-25,0.20502767562209132,4.46
2000-10-10,0.23712060407492308,4.52
2000-11-16,1.0384172187950675,3.77
2000-12-13,0.8172245652224183,2.62
2001-02-12,0.9591383841699652,4.69
2002-01-29,0.25013802789589856,3.7
2002-03-14,0.8243668075996036,4.49
2002-03-26,0.8826163405122257,4.37
2002-05-21,0.37968774430639995,4.08
2002-06-07,0.2808987853842692,3.46
2002-06-19,0.8559973233463353,3.49
2002-07-08,0.6066113469662523,4.01
2002-08-13,0.8291408402505736,2.85
2002-09-27,0.8146549887714437,4.08
2002-10-11,0.1895560798446209,3.94
2002-11-19,1.6641812428648148,4.83
2002-12-10,1.7881748919694995,4.8
2003-01-20,0.6375893445647346,4.31
2003-02-04,1.1960314212696517,4.84
2003-03-10,0.8063282168952778,4.86
2003-04-07,1.075169771406134,4.74
2003-05-28,0.5039567948911633,3.74
2003-06-17,0.489307810285979,4.39
2003-07-07,0.7483586545486564,4.57
2003-08-19,0.857661619381174,3.84
2003-09-04,0.9649715382749793,3.85
2003-10-13,0.46570413853243325,4.52
2003-11-10,0.44462185399852144,3.44
2003-11-27,0.872800350046736,3.36
2004-01-19,0.8314500317206469,7.53
2004-02-05,0.7775005518181426,7.23
2004-03-30,1.0210442568077343,4.56
2004-04-29,1.4342232194901623,3.38
2004-05-13,1.2060413703967385,3.76
2004-06-14,0.6878424289974692,4.24
2004-07-07,1.313719509823827,2.33
2004-08-17,0.2398977704090312,2.88
2004-09-02,1.1831417196440661,3.78
2004-10-13,0.22490190674715352,4.49
2004-11-01,1.5728046955851607,5.39
2004-12-06,0.6612774522926738,4.77
2005-01-12,0.6929020790133443,4.88
2005-02-14,0.7815942610652306,3.68
2005-03-14,0.2541038062887,5.08
2005-04-12,0.48066145876284777,5.07
2005-05-12,1.164613914145715,4.66
2005-06-13,1.0352609556795755,3.45
2005-07-12,0.5853012650437205,3.74
2005-08-10,0.3794974741327265,3.06
2005-09-09,0.26427863515458794,4.3
2005-10-11,0.20089397366122852,4.4
2005-11-08,0.38190424878793733,4.44
2005-12-07,0.49976155480244727,4.56
2006-01-16,0.22148401140099364,4.81
2006-02-08,0.3225318090305729,4.2
2006-03-07,0.3372779966803789,3.8
2006-04-06,0.27470378717780647,4.88
2006-05-10,0.500077419023701,3.7
2006-06-12,0.27887291733352826,3.77
2006-07-10,0.4278858141579756,5.25
2006-08-08,0.5655334321134398,3.67
2006-09-06,0.565729783034969,2.69
2006-10-04,0.4574240111611465,2.39
2006-11-02,0.5544579470843171,4.31
2006-11-29,0.26769189502377144,3.7
2007-01-09,0.1131974164831922,3.45
2007-02-08,0.23857599942568894,3.61
2007-03-09,0.3267192560751482,5.26
2007-04-10,0.29817936221487923,4.06
2007-05-09,0.1756158138924389,3.53
2007-06-04,0.25880323365570423,2.86
2007-07-05,0.07931001674611218,3.25
2007-07-30,0.537414227936285,3.43
2007-08-06,0.27637997378495094,3.87
2007-10-09,0.29549559492995625,3.73
2007-11-01,0.228558147286992,3.15
2007-12-04,0.25521023765958173,4.73
2008-01-08,0.18613044342221602,6.57
2008-02-11,0.155327749756492,5.08
2008-03-13,0.03840939256616099,3.6
2008-04-04,0.050140520433043366,3.13
2008-05-02,0.08154711682388943,4.92
2008-06-02,0.032575613180412764,3.55
2008-06-30,0.1160641863766247,3.13
2008-07-29,0.11543637672263374,3.57
2008-09-02,0.35957696116661214,3.26
2008-09-19,0.19316687838017232,3.35
2008-10-21,0.28343807899044443,3.33
2008-12-08,0.2832057476667159,4.32
2009-02-11,0.4431923421798631,4.35
2009-03-02,0.3513688936558779,4.31
2009-04-15,0.4373986622829701,3.98
2009-05-05,0.3209108979009428,4.11
2009-06-01,0.22437728807492152,4.5
2009-06-30,0.2238022056480504,3.51
2009-07-31,0.4357103400314682,3.39
2009-08-27,0.4365403931287076,3.37
2009-09-28,0.21865440525396054,3.72
2009-10-28,0.18967390806113396,3.01
2009-11-30,0.45849906181804245,3.39
2009-12-14,0.20571040377104308,3.85
2010-01-29,0.850306180135236,3.94
2010-02-26,0.6233200156417202,2.96
2010-04-07,0.8768921686796238,4.03
2012-10-15,0.8846145808994541,3.03
2012-11-06,1.3283743101008545,3.19
2012-11-19,0.9446140777574172,3.52
2013-01-15,0.9874619449515576,3.15
2013-02-06,0.7022441244636488,2.48
2013-04-02,0.5958653252866656,3.7
2013-04-17,0.3722389714072312,3.41
2013-05-14,0.6790733603685497,3.2
2013-06-12,0.33493616767050216,3.73
2013-07-10,0.6522425054182067,3.97
2013-08-30,0.6371326897724814,3.94
2013-09-24,0.6278165767241485,3.9
2013-10-29,0.6413499971738429,3.37
2013-11-11,0.6009113684277136,3.69
2013-11-25,0.6014831303673853,3.93
2014-01-03,0.5976014661710436,4.5
2014-02-04,0.15005190800624543,4.55
2014-03-13,0.34871726393938524,3.89
2014-04-04,0.270845319988433,3.42
2014-05-16,0.1547748708341728,2.85
2014-06-11,0.17096443847644582,1.7
2014-07-08,0.10306399524068062,2.9
2014-08-04,0.2874317707367178,3.77
2014-09-03,0.13833657502839558,3.21
2014-10-02,0.2633880144140563,3.26
2014-11-04,0.037660030448554635,2.77
2014-11-24,0.2335924635088892,4.44
2015-01-05,0.2229275895313824,4.27
2015-02-11,0.48617233701540624,4.57
2015-03-06,0.2646108382451051,4.12
2015-04-01,0.49742481272226124,3.37
2015-05-11,0.2117286566682834,3.21
2015-06-03,0.19594240997626322,2.47
2015-07-01,0.18991562388051858,3.43
2015-08-10,0.1479086682345673,4.55
2015-09-01,0.02291261260773747,5.92
2015-10-02,0.17957209568078003,3.42
2015-11-02,0.10594617265075504,2.16
2019-04-01,0.16087237048405267,4.86
2019-05-29,0.8772480894798678,3.92
2019-07-29,0.8133098949357576,3.08
2019-08-19,0.8705214279219775,3.68
2019-08-21,0.876261702194299,3.7
2019-09-06,0.8595037837669217,3.79
2019-10-18,0.16089087191686394,4.09
2019-11-12,0.3153914846506394,4.88
2019-12-02,0.1924519957942582,5.59
2020-01-06,0.16073837659763784,4.77
2020-02-03,0.3358323073098526,4.48
